iter	RMSE
216	1.29660754
217	1.295866681
218	1.295279413
219	1.294605941
220	1.293987479
221	1.293214444
222	1.292391137
223	1.29180018
224	1.290765437
225	1.290246137
226	1.289281295
227	1.288935044
228	1.288445084
229	1.287898104
230	1.287067164
231	1.286319178
232	1.285556039
233	1.284833856
234	1.284374259
235	1.283866713
236	1.283418353
237	1.282670054
238	1.282008756
239	1.281394976
240	1.28060257
241	1.28013037
242	1.279572468
243	1.279099952
244	1.278146886
245	1.277367723
246	1.276745858
247	1.276067851
248	1.27537906
249	1.274864299
250	1.274196367
251	1.273450305
252	1.27299681
253	1.272353742
254	1.271858267
255	1.271467921
256	1.271076185
257	1.270177489
258	1.269599355
259	1.268944276
260	1.268515567
261	1.267774853
262	1.267309129
263	1.266954098
264	1.266384998
265	1.265664939
266	1.265034548
267	1.264397092
268	1.263872186
269	1.26341441
270	1.262250502
271	1.261872754
272	1.261448218
273	1.260817972
274	1.260294965
275	1.259826922
276	1.259317042
277	1.258810171
278	1.258215673
279	1.257497164
280	1.256822211
281	1.256467266
282	1.255987543
283	1.255564478
284	1.254920798
285	1.25451477
286	1.254165002
287	1.253763454
288	1.253197188
289	1.252661448
290	1.251880357
291	1.250911508
292	1.250518989
293	1.250248913
294	1.249699237
295	1.249135322
296	1.248406816
297	1.248044857
298	1.247503198
299	1.246918528
300	1.246539607
301	1.246165541
302	1.245490133
303	1.245191766
304	1.244580592
305	1.243678798
306	1.243204679
307	1.242801428
308	1.242332956
309	1.241883
310	1.241348695
311	1.240786484
312	1.240212463
313	1.239641574
314	1.23933364
315	1.238916881
316	1.23834394
317	1.23779498
318	1.237353982
319	1.236840227
320	1.236128612
321	1.235513726
322	1.234901011
323	1.234530631
324	1.234107224
325	1.23332971
326	1.232851553
327	1.232423867
328	1.232015751
329	1.23164445
330	1.231262359
331	1.230852904
332	1.230662046
333	1.230293922
334	1.22955565
335	1.229130501
336	1.228658447
337	1.228303528
338	1.227823454
339	1.227393634
340	1.226849049
341	1.226356323
342	1.225867527
343	1.22573849
344	1.225376477
345	1.224945817
346	1.224260385
347	1.223944872
348	1.223675678
349	1.223295133
350	1.222491679
351	1.222149682
352	1.221545055
353	1.221212347
354	1.220806329
355	1.220386096
356	1.219804546
357	1.219309139
358	1.218874168
359	1.218426069
360	1.217980965
361	1.217690008
362	1.217221789
363	1.216707649
364	1.216318658
365	1.215831749
366	1.21553651
367	1.215078285
368	1.214489036
369	1.214068147
370	1.213557981
371	1.212966997
372	1.212609143
373	1.212308863
374	1.211905734
375	1.211524076
376	1.211290095
377	1.210750848
378	1.210293521
379	1.209790169
380	1.209514098
381	1.20903803
382	1.208742147
383	1.208372141
384	1.207850326
385	1.207366721
386	1.206946153
387	1.206495079
388	1.205822618
389	1.205482908
390	1.20505216
391	1.204711643
392	1.204309743
393	1.203988288
394	1.203709132
395	1.203140877
396	1.202786281
397	1.202523925
398	1.202218423
399	1.201909981
400	1.201454868
401	1.201155354
402	1.200783736
403	1.200616742
404	1.200108514
405	1.199749393
406	1.199416382
407	1.199099841
408	1.198619524
409	1.19832885
410	1.197976689
411	1.197570412
412	1.197402129
413	1.197161436
414	1.196709842
415	1.196290041
416	1.19600142
417	1.195642891
418	1.195207436
419	1.194634767
420	1.19426487
421	1.193908536
422	1.193572658
423	1.192882386
424	1.192612471
425	1.192179965
426	1.191894802
427	1.19148953
428	1.191341433
429	1.191076408
430	1.190820768
431	1.190621526
432	1.190180729
433	1.189886834
434	1.189356855
435	1.189013379
436	1.188802041
437	1.188692293
438	1.188297639
439	1.187735425
440	1.18727829
441	1.186892134
442	1.186485436
443	1.185990959
444	1.185660473
445	1.185374336
446	1.185099113
447	1.184808875
448	1.184350611
449	1.184030788
450	1.183771905
451	1.183449203
452	1.183069113
453	1.182756959
454	1.182418937
455	1.1821964
456	1.181946579
457	1.181609447
458	1.18130887
459	1.181182549
460	1.180962495
461	1.180504239
462	1.18019668
463	1.179841862
464	1.179566189
465	1.17924594
466	1.179002131
467	1.178801824
468	1.178594782
469	1.178315516
470	1.177854533
471	1.177481339
472	1.177196047
473	1.176844307
474	1.176651965
475	1.176424567
476	1.176187725
477	1.175638345
478	1.175314919
479	1.175091153
480	1.174734625
481	1.174498121
482	1.174396598
483	1.174275696
484	1.174021281
485	1.173719877
486	1.173298554
487	1.173069183
488	1.172607979
489	1.172421015
490	1.172127635
491	1.171736221
492	1.171533635
493	1.171192516
494	1.170860572
495	1.170577196
496	1.170079485
497	1.169674187
498	1.169413726
499	1.169096192
500	1.168931283
501	1.168670013
502	1.168357786
503	1.168073467
504	1.167731074
505	1.167529103
506	1.167156941
507	1.167010557
508	1.166753746
509	1.166474768
510	1.166281923
511	1.166040174
512	1.16553385
513	1.165197707
514	1.164992317
515	1.164783963
516	1.164549943
517	1.164400223
518	1.164080552
519	1.163833811
520	1.163583891
521	1.163317867
522	1.16291615
523	1.162504584
524	1.162182971
525	1.162001277
526	1.16181123
527	1.161435614
528	1.161214372
529	1.161083155
530	1.160805499
531	1.160600526
532	1.160335503
533	1.159808166
534	1.159487347
535	1.159292432
536	1.159167619
537	1.158777975
538	1.158461626
539	1.158177054
540	1.157882989
541	1.157592779
542	1.157242897
543	1.157013888
544	1.156828797
545	1.156543219
546	1.156151085
547	1.155987019
548	1.155708279
549	1.155376646
550	1.155135569
551	1.154525294
552	1.154235073
553	1.153986442
554	1.153753588
555	1.153612445
556	1.153428878
557	1.153271681
558	1.153037585
559	1.152711299
560	1.152534547
561	1.15212824
562	1.151853148
563	1.151690078
564	1.151489832
565	1.151408712
566	1.151205481
567	1.151054942
568	1.150712642
569	1.150467947
570	1.1501859
571	1.149933194
572	1.149466994
573	1.14913974
574	1.148945559
575	1.148702381
576	1.14842974
577	1.148208736
578	1.148093698
579	1.147843882
580	1.147506448
581	1.147065092
582	1.146803626
583	1.14643455
584	1.146146029
585	1.145823933
586	1.145687273
587	1.145351239
588	1.145049437
589	1.14473286
590	1.144515132
591	1.144257831
592	1.143941174
593	1.143579121
594	1.143289066
595	1.143011234
596	1.142684468
597	1.142431686
598	1.142248046
599	1.141747728
600	1.141542637
601	1.141191821
602	1.141113097
603	1.140983238
604	1.140761042
605	1.14056064
606	1.140276537
607	1.140098911
608	1.139782028
609	1.139255797
610	1.139006961
611	1.138620895
612	1.138314331
613	1.138216036
614	1.137914987
615	1.137626564
616	1.137412738
617	1.137194918
618	1.136758091
619	1.136505614
620	1.136324912
621	1.135972529
622	1.135825098
623	1.135608946
624	1.135372167
625	1.135213304
626	1.134998392
627	1.134591783
628	1.134321319
629	1.13413204
630	1.134054565
631	1.133852213
632	1.133687907
633	1.133470842
634	1.132976168
635	1.132792852
636	1.132430175
637	1.132136754
638	1.131886244
639	1.131574365
640	1.131483684
641	1.131316997
642	1.131037507
643	1.130872284
644	1.130727123
645	1.130418046
646	1.130293704
647	1.130221037
648	1.129984499
649	1.129813738
650	1.129447816
651	1.129257534
652	1.129134677
653	1.129047145
654	1.12877249
655	1.128488632
656	1.128167607
657	1.127855537
658	1.127518983
659	1.127349011
660	1.127118016
661	1.126907785
662	1.12664656
663	1.126411499
664	1.126167298
665	1.125797478
666	1.125610237
667	1.125289403
668	1.125064088
669	1.124877662
670	1.124672509
671	1.124570233
672	1.124316793
673	1.124147131
674	1.1239562
675	1.123656988
676	1.123354317
677	1.123139894
678	1.122832344
679	1.122766715
680	1.122538584
681	1.122322007
682	1.122024771
683	1.121692572
684	1.121479459
685	1.121186604
686	1.120751473
687	1.120543674
688	1.120264712
689	1.12007022
690	1.119930048
691	1.119687279
692	1.119438528
693	1.119281487
694	1.119106753
695	1.118884922
696	1.118677736
697	1.118427343
698	1.118265771
699	1.117982146
700	1.117854439
701	1.117583762
702	1.117502621
703	1.117181166
704	1.117033116
705	1.116867857
706	1.116695779
707	1.116470799
708	1.116251901
709	1.116116725
710	1.116022122
711	1.115781838
712	1.115705876
713	1.115446282
714	1.11538843
715	1.115217382
716	1.114895098
717	1.114729143
718	1.114603853
719	1.114429878
720	1.114161487
721	1.114002818
722	1.113424334
723	1.113248924
724	1.11309
725	1.112971298
726	1.112827176
727	1.112303906
728	1.112064112
729	1.111827468
730	1.111703119
731	1.111486451
732	1.111295513
733	1.11105051
734	1.110874031
735	1.110645807
736	1.110389563
737	1.110174316
738	1.110081494
739	1.109823475
740	1.10959436
741	1.109436348
742	1.109230377
743	1.10902325
744	1.10883823
745	1.108595577
746	1.10844608
747	1.108175741
748	1.107943778
749	1.10768023
750	1.107407613
751	1.107210873
752	1.107036165
753	1.106905708
754	1.106838552
755	1.10660543
756	1.106515126
757	1.106332766
758	1.105976457
759	1.105753866
760	1.105431853
761	1.105247522
762	1.105185954
763	1.105012891
764	1.104856903
765	1.104623781
766	1.104480464
767	1.10419881
768	1.104054974
769	1.103903166
770	1.103709432
771	1.103483692
772	1.103299204
773	1.103233477
774	1.102888462
775	1.102703547
776	1.102548194
777	1.10231653
778	1.102150584
779	1.102052193
780	1.101891759
781	1.101694206
782	1.10146879
783	1.101343202
784	1.101296
785	1.101115076
786	1.100851702
787	1.100635864
788	1.100447075
789	1.100155269
790	1.099891655
791	1.09963305
792	1.099093334
793	1.09887902
794	1.098402737
795	1.098277507
796	1.09801454
797	1.097837873
798	1.0976761
799	1.097422463
800	1.097221558
801	1.097032918
802	1.096821431
803	1.096607135
804	1.096422732
805	1.096166288
806	1.095976817
807	1.09582771
808	1.095733027
809	1.095519597
810	1.09530334
811	1.09504017
812	1.094886368
813	1.094802077
814	1.0946922
815	1.094516716
816	1.094395221
817	1.094291258
818	1.094075309
819	1.093888553
820	1.093660011
821	1.093513399
822	1.093301844
823	1.093121214
824	1.092916494
825	1.092720331
826	1.092383009
827	1.092266938
828	1.092015113
829	1.091823397
830	1.091712294
831	1.091537793
832	1.091420082
833	1.091289113
834	1.091138864
835	1.09098489
836	1.090725632
837	1.090424607
838	1.090179745
839	1.090015265
840	1.08980189
841	1.089708532
842	1.089410274
843	1.089266571
844	1.089109498
845	1.088978859
846	1.088829134
847	1.088600606
848	1.088412585
849	1.08793265
850	1.087638271
851	1.087578026
852	1.08742133
853	1.087163069
854	1.087030794
855	1.086977028
856	1.086687004
857	1.086580445
858	1.086493963
859	1.086267821
860	1.086107081
861	1.085838307
862	1.085768457
863	1.085660902
864	1.085434372
865	1.085248414
866	1.085114264
867	1.085022998
868	1.084953607
869	1.084831615
870	1.084700017
871	1.084486252
872	1.084228998
873	1.084018043
874	1.083749609
875	1.083547958
876	1.083247275
877	1.083084741
878	1.08294801
879	1.082787865
880	1.082489738
881	1.082320744
882	1.082186006
883	1.082095442
884	1.082000344
885	1.081738315
886	1.081616664
887	1.081368729
888	1.081126161
889	1.08067554
890	1.080567498
891	1.080381449
892	1.080189934
893	1.080066137
894	1.079984024
895	1.079902466
896	1.079791189
897	1.079544302
898	1.079239151
899	1.079151713
900	1.078619312
901	1.078456085
902	1.078260094
903	1.077955032
904	1.077708213
905	1.07757291
906	1.07744902
907	1.077235802
908	1.077092607
909	1.07689883
910	1.076806167
911	1.076698251
912	1.076565007
913	1.076419153
914	1.076299745
915	1.076146647
916	1.076065395
917	1.07586642
918	1.075757154
919	1.075614755
920	1.075507097
921	1.075256154
922	1.07518332
923	1.074772273
924	1.074586233
925	1.074295571
926	1.074052417
927	1.073879369
928	1.073728287
929	1.073646281
930	1.073475873
931	1.07330432
932	1.073146401
933	1.073060846
934	1.072964197
935	1.072840865
936	1.072711883
937	1.072581598
938	1.072421908
939	1.072333434
940	1.072173378
941	1.071972467
942	1.07171264
943	1.071551141
944	1.071456169
945	1.071369514
946	1.071259461
947	1.071119836
948	1.070949359
949	1.070840551
950	1.0706522
951	1.070426781
952	1.070347486
953	1.070192576
954	1.069931536
955	1.069744039
956	1.069581087
957	1.069497023
958	1.069390771
959	1.069257401
960	1.06913089
961	1.069021071
962	1.068734892
963	1.068638322
964	1.068499162
965	1.068331333
966	1.068233713
967	1.068157622
968	1.068033032
969	1.067860039
970	1.067628926
971	1.067522982
972	1.067405577
973	1.067268053
974	1.066886092
975	1.066742906
976	1.066556559
977	1.066315621
978	1.066112269
979	1.065911787
980	1.065804707
981	1.065564636
982	1.065484479
983	1.065277726
984	1.065210726
985	1.065061271
986	1.06495355
987	1.064826472
988	1.064593951
989	1.064504561
990	1.064358194
991	1.064268068
992	1.064031353
993	1.063885647
994	1.063677967
995	1.063495211
996	1.063207486
997	1.063087522
998	1.062892102
999	1.062691009
