Canonical Smiles,Molecule ChemBL ID,Predicted IC50 value (nM)
O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,CHEMBL336398,557.3681744563132
CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,CHEMBL133897,5580.780035708455
