# of Nodes 3,Epochs,Batch size,l2_2,l2_3,Train loss,Test loss,r2
32,150,4,0.07,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,2,0.07,0.03,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,2,0.07,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
32,150,6,0.03,0.03,6.533290286634985,6.560818647307102,-27.203228879028735
32,150,6,0.07,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,2,0.05,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
32,150,6,0.03,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,2,0.03,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
32,150,4,0.07,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,6,0.05,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
32,150,2,0.03,0.03,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,6,0.05,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,2,0.03,0.07,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,2,0.05,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,2,0.05,0.07,6.533290286634985,6.560818647307102,-27.203228879028735
64,100,2,0.03,0.07,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,2,0.07,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,2,0.07,0.07,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,6,0.05,0.03,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,4,0.05,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,6,0.07,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
64,100,2,0.03,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,4,0.07,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,6,0.03,0.03,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,6,0.03,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,6,0.03,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,6,0.05,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,4,0.07,0.03,6.533290286634985,6.560818647307102,-27.203228879028735
64,150,4,0.07,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,6,0.05,0.05,6.533290286634985,6.560818647307102,-27.203228879028735
32,100,6,0.03,0.0,6.533290286634985,6.560818647307102,-27.203228879028735
64,50,6,0.05,0.03,6.533290286634985,6.560818647307102,-27.203228879028735
64,150,6,0.05,0.05,1.0227574129744843,1.0695290872506924,-0.09466090460096765
64,150,4,0.03,0.05,0.9526402711233268,1.0371109986327722,-0.07007631976604967
32,150,6,0.07,0.03,0.9927930001274027,1.0558396552837934,-0.055136884986452195
32,150,6,0.03,0.0,1.013977896694347,1.0554614534708733,-0.05511709554900612
64,150,6,0.07,0.05,0.982633320866562,1.048854864389536,-0.05390861219717524
64,150,4,0.03,0.03,0.9499783197868894,1.0395648971461804,-0.05337666911964001
32,150,6,0.05,0.03,0.98838359816419,1.0462737423633992,-0.053342866968102864
64,150,6,0.07,0.03,1.0015731608329905,1.0485431127026423,-0.04729322912569556
64,150,4,0.07,0.07,0.9554153843960734,1.0370163757702324,-0.0354895872937151
32,100,6,0.03,0.03,0.9994196345760039,1.0346179185618007,-0.03336480573553868
32,150,6,0.05,0.07,0.9854250694056952,1.0389121806909412,-0.028747987827763
32,150,6,0.07,0.07,0.987995670960129,1.0378721070528618,-0.02801940356261179
32,150,4,0.03,0.05,0.9432278155660223,1.029951537730806,-0.026327529802057992
64,150,6,0.07,0.0,0.9911903267405181,1.0341778315190409,-0.025776731609283177
64,150,6,0.03,0.03,0.9762299588018712,1.039753340373168,-0.024188247880150504
64,100,6,0.07,0.0,0.9820193525301026,1.0275326233715762,-0.023381313066997533
64,150,6,0.05,0.0,0.9735791819851718,1.0305961837033333,-0.021986274129574435
64,150,6,0.03,0.0,0.9859750172115148,1.0399357225850232,-0.021134591371539724
64,150,6,0.05,0.07,0.9847995414611753,1.037405877681637,-0.02074292177447057
64,150,6,0.07,0.07,0.9850540514765286,1.0329883026009847,-0.01899984440032143
32,150,4,0.07,0.03,0.9307845133957117,1.0172446698212125,-0.009408923762261878
32,150,4,0.03,0.03,0.9327925792842371,1.0184094396342758,-0.0093102484075267
32,150,4,0.07,0.07,0.9374289568146073,1.02379472621613,-0.005862930365551744
64,150,6,0.03,0.05,0.9727779623265901,1.0258171078318143,-0.00497452071155724
32,100,6,0.07,0.07,0.9931829361063527,1.0233747400566038,0.004512070915249411
64,100,6,0.05,0.03,0.9859980815414694,1.0207279819004798,0.005909782310037248
64,100,6,0.03,0.0,0.9781874746340031,1.023809038497348,0.007236696665121278
32,150,4,0.05,0.0,0.9415335003395038,1.0126945253118163,0.007320750102538964
32,100,4,0.03,0.07,0.9401701474831448,1.0038164643756773,0.007396808643605923
64,100,6,0.05,0.05,0.9892047781154167,1.027501378694517,0.0075593482202841455
32,100,6,0.07,0.03,0.9789395932945543,1.019098194888323,0.008850652877871568
32,50,6,0.07,0.03,1.0015878558512277,1.021567016543474,0.010542064162597287
64,100,6,0.07,0.05,0.9698502155104205,1.0141319178908452,0.010794761354049554
32,100,4,0.07,0.0,0.9254472775932426,1.005048878136984,0.013064497399097985
64,150,4,0.07,0.0,0.92833808944049,1.0149186003543489,0.01628708287054914
64,100,4,0.05,0.07,0.9428849014888923,1.0035122598040702,0.017094764218840264
64,100,4,0.03,0.03,0.9427105798589657,1.0059240501560835,0.019395104044779177
32,150,4,0.05,0.03,0.9322906414260324,1.003289750618357,0.021751473032290636
64,100,4,0.03,0.0,0.9332773395903456,1.0071369657660847,0.026622522211973032
32,150,6,0.05,0.05,0.9755028953442347,1.0135208615721503,0.027247447540935887
64,100,4,0.07,0.05,0.9353379700567378,1.0081107877111741,0.028652964202924847
32,100,6,0.03,0.07,0.977094741034445,1.0177940895623399,0.030409959071186377
32,100,6,0.05,0.07,0.9751291616788382,1.0125617221051348,0.03071900616117229
32,150,4,0.03,0.0,0.9374808876513385,1.0015382793238436,0.03162201938599618
64,50,6,0.07,0.0,0.9943288704732174,1.009581542192355,0.03314841594213591
32,100,4,0.03,0.0,0.9345152489407458,1.004786465685571,0.03371203652629995
32,100,4,0.05,0.03,0.9351562743179075,1.0076293430787793,0.03381417581338042
32,100,4,0.05,0.0,0.9402943375179584,1.0049344847729718,0.036767389658603156
32,50,6,0.03,0.0,0.9808616251806997,1.0046233969065153,0.03894877781971107
64,50,6,0.03,0.0,0.98519293967627,1.0080453279796957,0.04200908297676931
32,50,6,0.05,0.05,0.9790903331295147,1.0138146684687799,0.042998535716948116
64,100,4,0.07,0.03,0.9217041600228435,0.9975118929288481,0.04328722034258514
64,100,4,0.03,0.07,0.9508013924396106,0.9952846982013351,0.04351008122392375
32,50,6,0.03,0.03,0.9794142364394455,0.9986379679984668,0.04575845049745697
64,150,4,0.05,0.05,0.9096586424736969,0.9861295424084421,0.047961457188040235
32,100,4,0.07,0.07,0.9278085662401792,0.9893414844182361,0.05207537216491753
32,100,4,0.05,0.07,0.9230814895716438,0.9905628570858177,0.05627218911128351
32,50,6,0.03,0.05,0.9757712273855397,1.000038036615467,0.05644136575127623
64,50,6,0.07,0.07,0.9748225940797377,0.9952620327117964,0.05728116367860603
64,50,6,0.03,0.07,0.9677026898993939,1.000290059006489,0.05869302783579966
64,150,4,0.03,0.07,0.9006176400632565,0.989333537475591,0.060240951236560925
64,50,4,0.07,0.03,0.9352821008660361,1.005168504636398,0.06069051150253557
32,100,4,0.03,0.05,0.9076993707742907,0.9821274606613064,0.06116132741163738
64,50,6,0.07,0.03,0.9679877270176375,0.9975000120608911,0.06275874185625441
32,100,4,0.03,0.03,0.9205975508802929,0.9854499398043061,0.0661433455552698
64,50,4,0.07,0.07,0.9308558915629799,0.9923036332051606,0.07180086217042725
64,50,6,0.05,0.07,0.9709595795421037,0.9968847683224402,0.07364598550299051
32,150,2,0.07,0.03,0.7477260714423702,0.9302950295835943,0.07656845198591566
32,50,4,0.03,0.05,0.9240136287053204,0.9814848434871924,0.08190491242126219
32,50,4,0.07,0.0,0.9309530124234305,0.9797402768363958,0.0861007999240746
64,50,4,0.03,0.0,0.9305987823880624,0.9878592006186125,0.08699254933630673
64,50,4,0.05,0.05,0.9315990045933082,0.9786745621255379,0.08924461511427229
64,150,2,0.07,0.0,0.7615367669946006,0.9295155610875441,0.09092209496563464
32,150,2,0.03,0.0,0.7610032894136903,0.9233891193991448,0.09200614295269527
64,150,2,0.03,0.05,0.7677147762129781,0.93918749531748,0.09278434798773538
64,150,2,0.05,0.07,0.7454663982356369,0.93402520373551,0.09433948439868511
64,150,2,0.03,0.07,0.783801186764417,0.9354309919681626,0.09705276373336591
64,150,2,0.07,0.03,0.7484329782272178,0.9289383552857371,0.09820583832076957
32,50,4,0.05,0.07,0.9290942912123862,0.9660053612433159,0.09948386112223884
32,50,4,0.05,0.0,0.9190530776623737,0.9750566904262581,0.09948976795272058
32,150,2,0.07,0.07,0.7643990050317084,0.9324873089541359,0.10180985458170677
32,150,2,0.03,0.07,0.7544319507007143,0.9295442729113993,0.10322691485135183
32,50,4,0.03,0.07,0.9287762944806555,0.9707540875476852,0.10514676718150706
64,50,4,0.07,0.05,0.9289137600552059,0.9790060742375835,0.10559469516385045
32,50,4,0.07,0.03,0.9161792232917234,0.9731540912706517,0.10690161127946063
64,100,2,0.07,0.07,0.7596906338518226,0.926742807027632,0.10714626031788488
64,50,4,0.05,0.03,0.916059964587191,0.9691983711506967,0.1099375280146766
64,150,2,0.03,0.03,0.7371407731935262,0.9116010110612558,0.11396586072758796
64,50,4,0.05,0.07,0.916223779008737,0.9680057083306665,0.114939771189006
32,150,2,0.05,0.0,0.7511141367602796,0.9180670298652978,0.11494927410223621
64,50,4,0.03,0.07,0.9112435312273329,0.9636488105495334,0.11788243248522312
32,100,2,0.05,0.0,0.7437718741769777,0.9160626857228482,0.12045320489934042
64,150,2,0.07,0.05,0.741703860906354,0.9093066462492118,0.1222436987291372
32,50,4,0.05,0.03,0.915233526596682,0.9599429119960283,0.12491785833274227
32,150,2,0.07,0.05,0.7410512621952676,0.9096723824154933,0.12588778555437918
64,150,2,0.05,0.0,0.7401307692041754,0.9151374263439552,0.12784919254742866
64,50,4,0.07,0.0,0.907245155489372,0.9488488586603459,0.12919507967107724
32,100,2,0.03,0.0,0.7481932896999037,0.9052875571006516,0.13161388626217096
32,150,2,0.05,0.07,0.7444856466481998,0.9087454646189846,0.1340998672005982
64,100,2,0.05,0.05,0.7480857771108659,0.9038692226518876,0.13482536273144174
64,100,2,0.05,0.0,0.744946388353807,0.9092130638152106,0.13748625998811748
64,150,2,0.05,0.03,0.7509852509740651,0.9143111124059823,0.14035916069823995
64,150,2,0.07,0.07,0.7394023208409402,0.9030593129981495,0.14084133741389282
64,100,2,0.03,0.05,0.7483622196079069,0.9107907688121633,0.14302530966282578
32,150,2,0.07,0.0,0.7365024027461081,0.9062208980859073,0.14961473356922828
32,100,2,0.05,0.03,0.7486589932412172,0.898962862316568,0.15279112736529576
32,150,2,0.05,0.03,0.7363183691921485,0.9080661003793397,0.1556598808296603
32,150,2,0.03,0.05,0.7396871841230517,0.8893294648743286,0.16043985842379638
64,100,2,0.05,0.07,0.7415480958570546,0.8992399317675495,0.16560718599797453
64,100,2,0.05,0.03,0.7390589265787376,0.8956977419587079,0.17859213662699736
64,100,2,0.07,0.0,0.7405359360903094,0.8828011837691724,0.17927827958985665
32,100,2,0.07,0.03,0.7480590882162502,0.8898311916144664,0.17998581697919802
32,100,2,0.07,0.05,0.7425796827491319,0.8895083644678312,0.18232839706279325
64,100,2,0.07,0.05,0.7431868379986425,0.8901773437335183,0.18478365124455665
64,100,2,0.03,0.03,0.7421008896633868,0.8902481920768301,0.1897893440106937
64,50,2,0.03,0.07,0.7526163149699233,0.8833118411176007,0.19269982323134616
64,50,2,0.07,0.05,0.7477770366926468,0.8827362872172334,0.19424537618426585
32,50,2,0.03,0.05,0.7542676312419604,0.8693893938090664,0.1991286247056272
32,50,2,0.03,0.0,0.7562743239688504,0.8737852208423754,0.2032219464771472
32,50,2,0.05,0.0,0.7502125247006306,0.8727965163988735,0.2060343697075977
32,50,2,0.05,0.03,0.7383730825926074,0.8701173193425872,0.21092173110645507
64,50,2,0.05,0.07,0.7562766680288615,0.8694122549841289,0.2112523207863074
32,50,2,0.07,0.03,0.7486942041038788,0.8679228354117484,0.21325926600404344
32,50,2,0.03,0.07,0.7486368167888047,0.8749949247242217,0.2152898549455894
32,50,2,0.03,0.03,0.7368461500709931,0.8668996686292468,0.21670609165917576
64,50,2,0.03,0.0,0.7361604372671614,0.8647401564115589,0.22191856571421242
64,50,2,0.07,0.07,0.7531375673059985,0.8656915804814493,0.22801754506406502
64,50,2,0.05,0.03,0.7191530854161293,0.858226434134998,0.23097883876706682
64,50,2,0.05,0.05,0.745523898959974,0.8581388638864721,0.24157819661946123
64,50,2,0.03,0.03,0.7342998034135682,0.8559747488432755,0.2444203610105834
32,50,2,0.07,0.0,0.7307245419117561,0.8528763093280616,0.24847446402243611
