iter	Passed	Remaining
416	2894	4047
417	2901	4040
418	2908	4033
419	2915	4025
420	2922	4018
421	2928	4011
422	2936	4006
423	2944	4000
424	2952	3993
425	2958	3986
426	2966	3980
427	2972	3972
428	2979	3965
429	2985	3958
430	2992	3950
431	2999	3943
432	3006	3936
433	3012	3929
434	3020	3922
435	3027	3916
436	3034	3909
437	3041	3902
438	3048	3895
439	3054	3888
440	3061	3880
441	3068	3873
442	3075	3866
443	3081	3859
444	3088	3851
445	3094	3844
446	3102	3837
447	3109	3830
448	3117	3825
449	3124	3818
450	3131	3811
451	3137	3804
452	3145	3797
453	3152	3791
454	3158	3783
455	3166	3777
456	3172	3769
457	3179	3762
458	3186	3756
459	3193	3748
460	3200	3742
461	3207	3734
462	3214	3727
463	3221	3721
464	3228	3714
465	3234	3706
466	3241	3699
467	3248	3693
468	3255	3686
469	3262	3679
470	3269	3672
471	3276	3665
472	3283	3658
473	3290	3651
474	3297	3644
475	3303	3637
476	3310	3630
477	3318	3623
478	3324	3616
479	3332	3610
480	3338	3602
481	3345	3595
482	3352	3588
483	3359	3581
484	3366	3574
485	3373	3567
486	3380	3560
487	3387	3553
488	3393	3546
489	3400	3539
490	3407	3532
491	3414	3525
492	3421	3518
493	3428	3511
494	3435	3505
495	3442	3498
496	3449	3491
497	3456	3484
498	3463	3477
499	3470	3470
500	3477	3463
501	3484	3456
502	3491	3449
503	3497	3442
504	3504	3435
505	3511	3428
506	3518	3421
507	3525	3414
508	3532	3407
509	3538	3400
510	3545	3392
511	3552	3385
512	3558	3378
513	3565	3371
514	3572	3364
515	3579	3357
516	3586	3350
517	3593	3344
518	3600	3337
519	3607	3330
520	3614	3323
521	3621	3316
522	3628	3309
523	3635	3302
524	3642	3295
525	3649	3288
526	3656	3281
527	3663	3275
528	3670	3268
529	3677	3260
530	3684	3254
531	3691	3247
532	3698	3240
533	3705	3233
534	3712	3226
535	3719	3220
536	3726	3213
537	3733	3206
538	3741	3199
539	3748	3193
540	3755	3186
541	3762	3179
542	3768	3171
543	3775	3164
544	3782	3157
545	3789	3150
546	3796	3143
547	3802	3136
548	3809	3129
549	3816	3122
550	3823	3115
551	3830	3108
552	3837	3101
553	3844	3094
554	3850	3087
555	3857	3080
556	3864	3073
557	3871	3066
558	3878	3059
559	3885	3052
560	3892	3045
561	3899	3038
562	3905	3031
563	3912	3024
564	3919	3017
565	3926	3010
566	3933	3003
567	3940	2996
568	3947	2989
569	3953	2982
570	3960	2975
571	3967	2968
572	3974	2961
573	3981	2954
574	3988	2947
575	3995	2940
576	4002	2934
577	4008	2926
578	4016	2920
579	4023	2913
580	4030	2906
581	4037	2899
582	4044	2892
583	4051	2885
584	4057	2878
585	4064	2871
586	4071	2864
587	4078	2857
588	4085	2850
589	4092	2843
590	4099	2837
591	4106	2830
592	4113	2823
593	4121	2817
594	4129	2810
595	4136	2803
596	4143	2796
597	4149	2789
598	4156	2782
599	4163	2775
600	4170	2768
601	4177	2761
602	4184	2754
603	4190	2747
604	4197	2740
605	4204	2733
606	4211	2726
607	4218	2719
608	4225	2712
609	4231	2705
610	4238	2698
611	4245	2691
612	4252	2684
613	4258	2677
614	4265	2670
615	4273	2663
616	4280	2656
617	4287	2649
618	4293	2642
619	4300	2635
620	4307	2629
621	4315	2622
622	4321	2615
623	4329	2608
624	4336	2601
625	4343	2594
626	4350	2588
627	4357	2581
628	4364	2574
629	4371	2567
630	4378	2560
631	4385	2553
632	4392	2546
633	4399	2539
634	4405	2532
635	4412	2525
636	4419	2518
637	4426	2511
638	4433	2504
639	4440	2497
640	4447	2490
641	4454	2483
642	4461	2477
643	4468	2470
644	4476	2463
645	4483	2456
646	4489	2449
647	4496	2442
648	4503	2435
649	4510	2428
650	4516	2421
651	4523	2414
652	4530	2407
653	4537	2400
654	4544	2393
655	4551	2386
656	4557	2379
657	4565	2372
658	4571	2365
659	4579	2358
660	4585	2351
661	4592	2344
662	4599	2337
663	4606	2330
664	4612	2323
665	4619	2316
666	4626	2309
667	4632	2302
668	4639	2295
669	4646	2288
670	4653	2281
671	4660	2274
672	4667	2267
673	4673	2260
674	4680	2253
675	4687	2246
676	4695	2240
677	4701	2233
678	4708	2225
679	4715	2219
680	4722	2212
681	4729	2205
682	4736	2198
683	4743	2191
684	4749	2184
685	4756	2177
686	4763	2170
687	4770	2163
688	4776	2156
689	4783	2149
690	4790	2142
691	4797	2135
692	4804	2128
693	4811	2121
694	4818	2114
695	4825	2107
696	4831	2100
697	4838	2093
698	4845	2086
699	4852	2079
700	4859	2072
701	4865	2065
702	4872	2058
703	4879	2051
704	4886	2044
705	4893	2037
706	4900	2030
707	4907	2023
708	4913	2016
709	4920	2009
710	4928	2003
711	4934	1996
712	4941	1989
713	4948	1982
714	4955	1975
715	4962	1968
716	4969	1961
717	4976	1954
718	4984	1947
719	4991	1940
720	4997	1934
721	5005	1927
722	5011	1920
723	5018	1913
724	5025	1906
725	5032	1899
726	5039	1892
727	5046	1885
728	5053	1878
729	5060	1871
730	5067	1864
731	5074	1857
732	5081	1850
733	5087	1843
734	5094	1836
735	5100	1829
736	5107	1822
737	5114	1815
738	5121	1808
739	5128	1802
740	5136	1795
741	5143	1788
742	5150	1781
743	5157	1774
744	5164	1767
745	5172	1760
746	5178	1753
747	5185	1747
748	5192	1740
749	5199	1733
750	5206	1726
751	5213	1719
752	5219	1712
753	5227	1705
754	5233	1698
755	5241	1691
756	5248	1684
757	5255	1677
758	5262	1670
759	5269	1663
760	5276	1657
761	5282	1649
762	5289	1643
763	5296	1636
764	5302	1629
765	5309	1622
766	5316	1615
767	5323	1608
768	5329	1601
769	5336	1593
770	5343	1587
771	5350	1580
772	5357	1573
773	5364	1566
774	5371	1559
775	5378	1552
776	5385	1545
777	5392	1538
778	5398	1531
779	5405	1524
780	5412	1517
781	5419	1510
782	5426	1503
783	5433	1496
784	5440	1490
785	5447	1483
786	5454	1476
787	5460	1469
788	5467	1462
789	5474	1455
790	5481	1448
791	5487	1441
792	5494	1434
793	5501	1427
794	5508	1420
795	5515	1413
796	5522	1406
797	5529	1399
798	5536	1392
799	5543	1385
800	5550	1379
801	5557	1372
802	5564	1365
803	5571	1358
804	5578	1351
805	5584	1344
806	5591	1337
807	5598	1330
808	5605	1323
809	5612	1316
810	5619	1309
811	5626	1302
812	5632	1295
813	5640	1288
814	5647	1281
815	5654	1275
816	5661	1268
817	5668	1261
818	5675	1254
819	5682	1247
820	5689	1240
821	5696	1233
822	5703	1226
823	5710	1219
824	5717	1212
825	5724	1205
826	5731	1198
827	5738	1191
828	5744	1185
829	5751	1178
830	5758	1171
831	5765	1164
832	5772	1157
833	5779	1150
834	5786	1143
835	5792	1136
836	5799	1129
837	5805	1122
838	5812	1115
839	5819	1108
840	5826	1101
841	5833	1094
842	5840	1087
843	5846	1080
844	5854	1073
845	5861	1067
846	5868	1060
847	5875	1053
848	5882	1046
849	5889	1039
850	5896	1032
851	5902	1025
852	5910	1018
853	5916	1011
854	5923	1004
855	5930	997
856	5936	990
857	5943	983
858	5950	976
859	5957	969
860	5964	962
861	5970	955
862	5978	949
863	5984	942
864	5991	935
865	5998	928
866	6005	921
867	6011	914
868	6018	907
869	6025	900
870	6032	893
871	6039	886
872	6045	879
873	6052	872
874	6059	865
875	6066	858
876	6074	851
877	6081	844
878	6087	838
879	6094	831
880	6101	824
881	6108	817
882	6115	810
883	6122	803
884	6129	796
885	6136	789
886	6143	782
887	6150	775
888	6157	768
889	6164	761
890	6172	755
891	6178	748
892	6185	741
893	6192	734
894	6199	727
895	6206	720
896	6213	713
897	6220	706
898	6226	699
899	6233	692
900	6240	685
901	6246	678
902	6253	671
903	6260	664
904	6268	657
905	6274	651
906	6281	644
907	6288	637
908	6295	630
909	6301	623
910	6308	616
911	6314	609
912	6321	602
913	6328	595
914	6336	588
915	6342	581
916	6349	574
917	6356	567
918	6363	560
919	6370	553
920	6377	547
921	6384	540
922	6390	533
923	6397	526
924	6404	519
925	6410	512
926	6418	505
927	6424	498
928	6431	491
929	6438	484
930	6445	477
931	6452	470
932	6459	463
933	6466	456
934	6473	450
935	6480	443
936	6487	436
937	6494	429
938	6501	422
939	6507	415
940	6514	408
941	6521	401
942	6528	394
943	6536	387
944	6543	380
945	6550	373
946	6557	367
947	6564	360
948	6571	353
949	6578	346
950	6585	339
951	6592	332
952	6599	325
953	6605	318
954	6612	311
955	6620	304
956	6627	297
957	6633	290
958	6640	283
959	6647	276
960	6655	270
961	6661	263
962	6668	256
963	6675	249
964	6682	242
965	6689	235
966	6696	228
967	6703	221
968	6709	214
969	6716	207
970	6723	200
971	6729	193
972	6737	186
973	6743	180
974	6750	173
975	6757	166
976	6764	159
977	6771	152
978	6777	145
979	6784	138
980	6791	131
981	6798	124
982	6805	117
983	6812	110
984	6819	103
985	6825	96
986	6832	89
987	6839	83
988	6846	76
989	6853	69
990	6860	62
991	6867	55
992	6874	48
993	6881	41
994	6888	34
995	6894	27
996	6902	20
997	6908	13
998	6915	6
999	6922	0
