iter	RMSE
708	24761.77121
709	24759.12877
710	24756.7906
711	24755.5125
712	24753.10335
713	24750.21246
714	24747.91313
715	24745.23768
716	24741.83664
717	24739.49063
718	24737.57018
719	24735.10364
720	24732.4197
721	24729.73205
722	24726.48755
723	24724.43389
724	24721.52505
725	24719.00761
726	24716.54738
727	24713.79198
728	24711.29622
729	24708.86191
730	24706.56602
731	24704.34376
732	24702.53131
733	24700.66977
734	24698.09423
735	24696.1168
736	24693.81635
737	24690.94221
738	24688.7984
739	24686.54423
740	24684.36396
741	24681.21857
742	24678.45593
743	24676.37797
744	24672.06545
745	24670.00746
746	24668.18019
747	24665.56446
748	24663.6196
749	24661.00602
750	24658.46645
751	24655.48075
752	24653.40521
753	24651.04973
754	24648.70155
755	24646.58245
756	24644.36661
757	24641.69848
758	24639.87328
759	24637.09528
760	24635.42148
761	24633.56345
762	24631.41296
763	24629.43484
764	24627.91558
765	24625.70418
766	24623.7349
767	24621.457
768	24619.10907
769	24617.90016
770	24616.01488
771	24612.2491
772	24610.6812
773	24608.23907
774	24606.2902
775	24604.45806
776	24602.55145
777	24599.95425
778	24597.49492
779	24594.58993
780	24591.97832
781	24590.01499
782	24587.53894
783	24584.67197
784	24582.9771
785	24581.21199
786	24579.23191
787	24576.00787
788	24574.18569
789	24571.9123
790	24570.14347
791	24567.83726
792	24565.72522
793	24561.64577
794	24559.09795
795	24556.66772
796	24554.91443
797	24552.19409
798	24550.30494
799	24547.62304
800	24545.83843
801	24542.34581
802	24540.75303
803	24538.25337
804	24535.52583
805	24532.79359
806	24530.37893
807	24528.88657
808	24527.15587
809	24524.96892
810	24522.85041
811	24520.48177
812	24517.67753
813	24516.14433
814	24513.59654
815	24510.93532
816	24508.48032
817	24507.05347
818	24503.68389
819	24501.29406
820	24498.29052
821	24496.54758
822	24494.04005
823	24491.04046
824	24489.87599
825	24487.2884
826	24484.70694
827	24481.78692
828	24480.44207
829	24477.55617
830	24476.22152
831	24473.18041
832	24471.8089
833	24469.94197
834	24468.03734
835	24466.81905
836	24465.26266
837	24463.24124
838	24462.13284
839	24459.52562
840	24457.48306
841	24455.11245
842	24452.92984
843	24450.60162
844	24447.76212
845	24445.08123
846	24443.10381
847	24440.00667
848	24436.61111
849	24434.32306
850	24432.1492
851	24430.07117
852	24427.61153
853	24426.29176
854	24424.35493
855	24422.34239
856	24420.40514
857	24417.15497
858	24414.94745
859	24412.95544
860	24411.08045
861	24409.24931
862	24406.30644
863	24404.49336
864	24402.39665
865	24400.01523
866	24397.57732
867	24396.49919
868	24393.58303
869	24391.37426
870	24390.22238
871	24388.46119
872	24386.45848
873	24383.97837
874	24382.12663
875	24379.28901
876	24377.58723
877	24375.58756
878	24373.11979
879	24370.7786
880	24369.19448
881	24366.38119
882	24363.93407
883	24362.37088
884	24360.12345
885	24356.42738
886	24354.68548
887	24352.14559
888	24349.86352
889	24348.22831
890	24346.74133
891	24344.924
892	24342.78848
893	24340.97807
894	24339.46433
895	24336.88495
896	24334.39056
897	24332.31704
898	24330.71614
899	24328.57996
900	24327.094
901	24324.98325
902	24323.83817
903	24321.70849
904	24319.24866
905	24316.88712
906	24314.86654
907	24312.54851
908	24309.80617
909	24308.04252
910	24305.26148
911	24302.73048
912	24300.65586
913	24298.36948
914	24296.2481
915	24294.22007
916	24291.56545
917	24288.96842
918	24287.37666
919	24285.07964
920	24282.08486
921	24279.16375
922	24277.33506
923	24275.0113
924	24272.6375
925	24270.22257
926	24267.98558
927	24265.76795
928	24264.01494
929	24261.32235
930	24259.86985
931	24257.82262
932	24255.88329
933	24254.11522
934	24250.70208
935	24248.63798
936	24246.92224
937	24244.60695
938	24242.45179
939	24240.72316
940	24238.03963
941	24236.58743
942	24234.07606
943	24231.63518
944	24229.54956
945	24227.14481
946	24224.91815
947	24221.78325
948	24219.33887
949	24217.3223
950	24215.7057
951	24213.7766
952	24211.77874
953	24208.94191
954	24206.16759
955	24203.7912
956	24201.66841
957	24199.49349
958	24197.13051
959	24194.12701
960	24191.76212
961	24189.89336
962	24187.9837
963	24185.27669
964	24184.2494
965	24182.03816
966	24179.03812
967	24176.25271
968	24173.64698
969	24171.60377
970	24168.69179
971	24166.34329
972	24163.01974
973	24160.66892
974	24158.10947
975	24154.45208
976	24152.4507
977	24150.97065
978	24149.41023
979	24148.18698
980	24146.36702
981	24143.94822
982	24143.15048
983	24141.09079
984	24139.23257
985	24137.22848
986	24136.06532
987	24134.31975
988	24131.98273
989	24129.40589
990	24127.23763
991	24125.13943
992	24123.40107
993	24121.17171
994	24119.48778
995	24117.50829
996	24115.27755
997	24113.73536
998	24111.18281
999	24109.55473
