molecule_chembl_id,canonical_smiles,logPotency
CHEMBL1381808,O=C(CN1CCCC1)N1CCCc2c1c(=O)oc1ccc(OCc3ccccc3)cc21,4.40000018605658
CHEMBL1705375,CN(C)CCNC(=O)c1cccc2[nH]c(-c3ccncc3)nc12.Cl,4.349999603463148
CHEMBL1515766,CCOC(=O)c1ccc(NC(=O)c2c(NCc3sccc3C)sc3c2CCCCC3)cc1,4.100000128334196
CHEMBL1338113,COc1cc2c(cc1NC(=O)C(C)OC(=O)/C=C/c1ccc(OC(F)F)cc1)oc1ccccc12,4.049999969853415
CHEMBL1518235,Cc1cccc(NC(=O)CN2C(=O)N/C(=C\c3ccccc3OCc3ccc(C(=O)O)cc3)C2=O)c1,4.049999969853415
CHEMBL1554820,O=C(OCC(=O)c1c[nH]c2ccccc12)c1cccc([N+](=O)[O-])c1,4.40000018605658
CHEMBL1535204,CN1CCC(N(C)c2nc(-c3ccccc3)nc3ccccc23)CC1,4.250000251143582
CHEMBL1360821,Cc1ccc(Cn2nnc3c(O)nc(C4CCCN(C(=O)Nc5ccc(F)cc5F)C4)nc32)cc1,4.049999969853415
CHEMBL1332543,COc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)c(OC)c1,4.59999938302362
CHEMBL1725261,COc1cc(OC)cc(-c2sc3ccc(OC)cc3c2C#CC2(N)CCCCC2)c1,4.349999603463148
CHEMBL1895331,Cc1sc2ccccc2[n+]1CCCCI,4.40000018605658
CHEMBL1320874,Cc1ccnc(NC(=O)Nc2ccc(Br)cc2Cl)c1,4.0
CHEMBL1393968,O=C(C[n+]1ccc(C=NO)cc1)NC(=O)Nc1ccccc1,4.100000128334196
CHEMBL1301806,COc1ccc(-c2nc(NC(=O)c3[nH]c(C)c(C(C)=O)c3C)sc2C)cc1,4.100000128334196
CHEMBL1529429,CCOc1ccccc1NC(=O)c1ccc(-n2cncn2)nc1,4.049999969853415
CHEMBL1568452,CC(C)OC(=O)c1nnn(-c2nonc2N)c1CN1CCc2ccccc2C1,4.149999867728904
CHEMBL1506351,O=C(COC(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O)NC1CC1,4.049999969853415
CHEMBL362153,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,4.0
CHEMBL1479015,N#Cc1c2c(c(NCCCN3CCOCC3)n3c1nc1ccccc13)CCC2,4.300000202445418
CHEMBL1320799,NS(=O)(=O)c1ccc(N=Nc2ccc(O)nc2O)cc1,4.100000128334196
CHEMBL1518236,CCOc1ccc(NC(=O)c2cnn3c(O)cc(C4CCN(C(=O)OC(C)(C)C)CC4)nc23)cc1,4.499999678657065
CHEMBL1523146,CC1(C(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)Cc2ccccc2C(=O)O1,4.049999969853415
CHEMBL1562210,O=[N+]([O-])c1cccnc1-n1cnc2ccccc21,4.049999969853415
CHEMBL1256752,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.O=C(O)/C=C\C(=O)O,5.050000457140078
CHEMBL1372021,CCOc1ccc(/C=C/c2nc(C#N)c(NCc3ccc(OC)cc3)o2)cc1,4.049999969853415
CHEMBL1381911,COCCN(Cc1cn(C)nc1-c1ccc(Oc2ccccc2)cc1)C(C)C,4.700000503883016
CHEMBL177820,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,4.673821906757712
CHEMBL1600892,COc1ccc(Cc2nc3ccc(C(=O)N(C)C(C)c4ccon4)cc3o2)cc1,5.499996931948306
CHEMBL1269255,CC(C)CC(=O)/C=C1\Nc2cc(Cl)ccc2OC1=O,4.349999603463148
CHEMBL1400511,CC(=O)Nc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,4.40000018605658
CHEMBL1584150,O=C1Nc2ccc3sc4ccccc4c3c2C1=O,4.300000202445418
CHEMBL1506334,Cc1cccc(N2C(=O)C3C4C=CC(CC4)C3C2=O)c1,4.100000128334196
CHEMBL1318123,COc1cc(NC(=O)Cn2ccn(Cc3ccccc3OC)c(=O)c2=O)cc(OC)c1,4.049999969853415
CHEMBL1473590,CC[C@@H]1C(c2ccccc2)=NN(c2ccc(Br)cc2)[C@H]1C(=O)N1CCOC1=O,4.300000202445418
CHEMBL1590523,COc1ccc(OC)c(NC(=O)CSC2=Nc3ccccc3C3=NC(CC(=O)NCc4ccc5c(c4)OCO5)C(=O)N23)c1,4.049999969853415
CHEMBL1725279,Oc1c2ccccc2c2c3c(cccc13)N=N2,4.700000503883016
CHEMBL1365721,COc1ccc(-c2[nH]ncc2CN(C)CC2CCCCO2)cc1F,4.049999969853415
CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,5.2238220274177705
CHEMBL1456531,CCC(=O)Nc1c2c(nn1-c1ccc(F)cc1)C[S+]([O-])C2,6.50003813440381
CHEMBL1308620,COC(=O)C1=C(C)N(Cc2ccccc2)C(=O)N[C@H]1c1cccc(C(F)(F)F)c1,4.149999867728904
CHEMBL1460409,CCOC(=O)C1(C(C)(C)CC)CC(CSc2nc3ccccc3[nH]2)OC1=O.Cl,4.100000128334196
CHEMBL1395961,Cc1nc2c(C(=O)N(C)Cc3ccccc3)cnn2c(O)c1Cc1ccc(Cl)cc1,4.59999938302362
CHEMBL1397996,CCC(C(=O)Nc1cc(OC)cc(OC)c1)n1nc(-c2ccc(C)c(C)c2)ccc1=O,4.550000451689026
CHEMBL1551254,NS(=O)(=O)c1ccc(/N=N\c2cc3ccccc3c(C(=O)O)c2O)cc1,4.250000251143582
CHEMBL1593643,CCn1cc2nc(SCC(=O)Nc3ccccc3C(F)(F)F)n(Cc3ccc(C)cc3)c(=O)c2n1,4.349999603463148
CHEMBL1332177,CCC1(C)Cc2nc(Cl)c(C#N)cc2CO1,4.049999969853415
CHEMBL1579020,O=S(=O)(N=S1CC=CCN1S(=O)(=O)c1ccccc1)c1ccccc1,4.049999969853415
CHEMBL1388495,Cc1cccc(NC(=O)Cc2ccc(-c3ccccc3)cc2)n1,4.049999969853415
CHEMBL1872226,COc1ccc(OC(C)C(=O)NC(C)c2ccccc2)cc1,4.40000018605658
CHEMBL1872231,Cc1ccc(CNC(=O)CCC(=O)Nc2nnc(C(C)C)s2)cc1,4.049999969853415
CHEMBL1529498,COc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(OC)cc3OC)cc([N+](=O)[O-])c2)c(OC)c1,4.899998417198648
CHEMBL1894747,CC(C)[C@H]1COCCS(=O)(=O)N1Cc1ccccc1-c1cccc(Cl)c1,4.100000128334196
CHEMBL1467039,CC1(C)CC(=O)C(=NNc2ccc(F)cc2)C(=O)C1,4.100000128334196
CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,5.47382878572758
CHEMBL1725240,COc1ccc(OC)c(NC(=O)COC(=O)c2[nH]nc3ccccc23)c1,4.149999867728904
CHEMBL1456526,CCOC(=O)Cc1nnc(NC(=O)CSc2nnc3c4ccccc4n(C)c3n2)s1,4.200000237109354
CHEMBL1341913,COc1ccc2ccc3c(c2c1)N=CC1(O3)N(C)c2ccccc2C1(C)C,4.300000202445418
CHEMBL1450690,O=[N+]([O-])c1ccc(O)c(-c2nc(-c3ccccc3)c(-c3cccs3)[nH]2)c1,4.049999969853415
CHEMBL1538844,Cc1cccc(-c2nc(Nc3ccc(O)cc3)c3ccccc3n2)c1,4.300000202445418
CHEMBL1545435,COc1cnc(-c2ccccn2)nc1Sc1ccccc1Cl,4.049999969853415
CHEMBL1606919,CCOc1cc(C(=O)OC(C)C(=O)Nc2ncc(Cl)cc2Cl)ccc1OCC(=O)N1CCOCC1,4.450000476425332
CHEMBL1363824,O=C(O)C1Nc2c(Cl)cc(Cl)cc2C2C=CCC12,4.650000220873455
CHEMBL1490134,C=CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1OC,4.450000476425332
CHEMBL1513889,CC(=O)N1CCc2nc3sc(C(=O)c4ccc(F)cc4)c(N)c3c(C(F)(F)F)c2C1,4.300000202445418
CHEMBL1338310,CCc1nn(CC(=O)Nc2ccc(NC(C)=O)cc2)c(=O)c2cc3sccc3n12,4.100000128334196
CHEMBL1725286,O=C1N[C@@H](c2ccccc2)COC(=O)[C@@H](Cc2ccc(F)cc2)CC/C=C/C[C@H]1CC(=O)N(CCO)Cc1ccccc1,4.100000128334196
CHEMBL3192831,O=[N+]([O-])c1cc(/C=N/n2c(S)nnc2-c2ccncc2)ccc1Cl,4.300000202445418
CHEMBL1365809,CCn1c(=O)c(C(=O)NNS(=O)(=O)c2ccc(Br)cc2)c(O)c2ccccc21,4.300000202445418
CHEMBL1348618,Cc1ccc(N/C=C(/C(=O)c2ccco2)C(=O)C(F)(F)F)cc1Cl,4.049999969853415
CHEMBL1466990,CCOc1ccccc1NC(=O)C(=O)CC(=O)c1cccc(OC)c1,4.59999938302362
CHEMBL1895209,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,4.250000251143582
CHEMBL1999473,O=C(O)c1ccc(/C=N/NC(=O)c2ccc(CN3c4cccc5cccc(c45)S3(=O)=O)cc2)cc1,4.049999969853415
CHEMBL1421481,CCCNc1nc(-c2cc(C(=O)Nc3ccccc3)on2)cc(C(C)C)n1,4.100000128334196
CHEMBL1872201,COC(=O)c1c2[n+](cc3cc(OC)c(OC)cc13)CCc1cc(OC)c(OC)cc1-2.[O-][Cl+3]([O-])([O-])[O-],4.800000874803203
CHEMBL1506414,CCc1cc2ccc(C)cc2nc1SCC(=O)Nc1cc(OC)c(OC)cc1C(=O)O,4.499999678657065
CHEMBL1557020,CC(C)CCNC(=O)c1cc(-c2ccncc2)nc2ccc(S(=O)(=O)N3CCOCC3)cc12,6.599980364934842
CHEMBL72365,O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,4.673821906757712
CHEMBL1515755,COc1ccc(OC)c(CNC(=O)NCc2noc3ccc(C)cc23)c1,5.450004148469349
CHEMBL1332275,COc1ccc(OC)c(Nc2nc(-c3sc(C)nc3C)cs2)c1,4.40000018605658
CHEMBL258549,COc1ccc(OCC(=O)Nc2ccc(-c3nc4cc(C)cc(C)c4o3)cc2)cc1,4.049999969853415
CHEMBL121001,COc1ccc(/C=C/c2ccc3ccccc3n2)cc1OC,4.40000018605658
CHEMBL1535308,COc1ccc(-c2nc3c4ccccc4ccn3c2CN2CCOCC2)cc1OC.Cl,4.100000128334196
CHEMBL1725136,COc1ccc(C(=O)NCCN(C)C)c2nc3ccccc3cc12.Cl,4.849999245077863
CHEMBL1301866,O=C(Cn1cnc2c(nnn2-c2cccc(Cl)c2)c1=O)N1CCOCC1,4.049999969853415
CHEMBL1725161,Cc1ccc(C2CC(=O)Oc3cc(C)cc(C)c32)cc1,4.100000128334196
CHEMBL1574184,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)C3COc4ccccc4O3)cc2)n1,4.049999969853415
CHEMBL1450699,Cc1c(CCNC(=O)c2ccc(C(C)(C)C)cc2)sc2nc(-c3ccc(F)cc3)nn12,4.149999867728904
CHEMBL3193081,C/C(=N\NC(=O)c1ccc(N2CCCC2=O)cc1)c1ccc(O)cc1O,4.049999969853415
CHEMBL116548,COc1cc(SSc2cc(OC)cc([N+](=O)[O-])c2N)c(N)c([N+](=O)[O-])c1,4.049999969853415
CHEMBL1467029,COc1ccc(C(=O)NCCCSC)cc1OC1CCN(C(C)C)CC1,6.50003813440381
CHEMBL1512787,C#CCOc1ccc(-c2nnc(Nc3cccc(C)c3)c3ccccc23)cc1,4.0
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,5.373823935845267
CHEMBL1894820,O=C(CSc1nc[nH]n1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,4.049999969853415
CHEMBL1496156,O=C(CN1C(=O)/C(=C/c2ccccc2F)SC1=S)NC1C=CS(=O)(=O)C1,4.049999969853415
CHEMBL1872075,CCOC(=O)[C@H]1[C@H]2COc3ccc(OC)cc3[C@@H]2N2C(=O)CN(CCc3c[nH]c4ccccc34)C(=O)[C@@]12C,4.049999969853415
CHEMBL1890161,Oc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(N3CCOCC3)n2)c1,4.100000128334196
CHEMBL1894887,CCOC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccc(Cl)cc2)c(=O)n3Cc2cccc(OC)c2)C1,4.049999969853415
CHEMBL291083,COc1cc2c(cc1OC)C(C)=NCC2,5.499996931948306
CHEMBL1584153,CCOC(=O)/C(=C/C=C1\Sc2ccccc2N1CC)C(C)=O,4.100000128334196
CHEMBL1705891,COc1ccccc1C(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1,4.100000128334196
CHEMBL1496187,CCC[n+]1c2ccccc2cc2ccccc21.[I-],4.049999969853415
CHEMBL405857,Clc1ccc2c(N/N=C/c3cccnc3)ccnc2c1,4.650000220873455
CHEMBL3193134,O=C(CCN1CCN(c2ccccc2)CC1)N/N=C/c1ccc(O)c(O)c1O,4.550000451689026
CHEMBL1406909,CCCCCCNC(=O)N1C/C=C\C(c2ccc(OC)cc2)N(Cc2ccc(F)cc2)C(=O)C1,4.250000251143582
CHEMBL1435484,O=C(Nc1nc(-c2ccco2)c(-c2ccco2)s1)c1ccco1,4.40000018605658
CHEMBL1344074,Cc1ccc2[nH]c(/C(C#N)=C/c3ccc(-c4ccccc4C(=O)O)o3)nc2c1,4.550000451689026
CHEMBL1711432,COc1cc(NCCCCCCN)c2ncccc2c1OC,4.250000251143582
CHEMBL592611,CCOCc1cc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)c(O)c2ncccc12,4.100000128334196
CHEMBL3193204,Oc1ccc(/C=N/Nc2nc(-c3ccc(Cl)cc3)cc(C(F)(F)F)n2)cc1,4.250000251143582
CHEMBL1524732,O=c1c(N2CCOCC2)coc2ccccc12,5.399996913372259
CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,4.049999969853415
CHEMBL1609370,CCOc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)CN1C(=O)NC(C)(C2CC2)C1=O,4.40000018605658
CHEMBL1391097,CC(C)NC(=S)NC(=O)c1ccc(-c2ccccc2)cc1,4.049999969853415
CHEMBL1446090,COCCCNc1nc2ccccc2nc1NS(=O)(=O)c1ccc(C)cc1,5.850011543508524
CHEMBL1374536,CC(C)Cn1c(N)c(C(=O)COC(=O)c2cc(-c3ccco3)nc3ccccc23)c(=O)n(C)c1=O,4.250000251143582
CHEMBL393136,CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)C=CC(C)(C)O2,4.349999603463148
CHEMBL2373723,CC(C)(C)c1ccc(C(=O)O[C@H]2[C@H](Cc3ccccc3)NS(=O)(=O)[C@H]3C[C@H]4C=C[C@]23O4)cc1,4.149999867728904
CHEMBL3193332,CC(=N)/C(C#N)=C(/O)CSc1nc2ccccc2c(=O)n1Cc1ccc(F)cc1,4.049999969853415
CHEMBL1547938,O=C1c2cccc3c(O)ccc(c23)C(=O)N1Cc1ccco1,4.300000202445418
CHEMBL1406911,COc1ccc2oc(=O)c(-c3csc(Nc4cccc(O)c4)n3)cc2c1,4.349999603463148
CHEMBL1430431,CC1(C)CC(=O)C2=C(C1)N(C1CCCCC1)C(=O)C2(O)C(F)(F)F,6.0499760934766735
CHEMBL753,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,6.573814174755489
CHEMBL1602385,Cc1ccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c2cccnc12,4.100000128334196
CHEMBL1548026,OC(CN1CCCCC1)Cn1c2ccccc2c2cc(Br)ccc21,4.100000128334196
CHEMBL1434448,CCN(CC)CCCNC(=O)c1cc2c(O)nc3ccc(C)cc3c2s1,4.300000202445418
CHEMBL1453341,COc1cccc(C2C(C(=O)Nc3ccccc3OC)=C(C)Nc3nc(-c4ccco4)nn32)c1,4.100000128334196
CHEMBL3193473,Cc1cccc(-c2nnc(S)n2/N=C/c2ccc(C)s2)c1,6.199970640755866
CHEMBL1566980,O=C(CSc1nc(O)c2ccccc2n1)Nc1nc(-c2ccc(Br)cc2)cs1,4.250000251143582
CHEMBL1982888,O=C(O)c1ccc(-c2ccc(/C=c3/sc4nc5ccccc5n4c3=O)o2)cc1Cl,4.899998417198648
CHEMBL1900905,O=C(CCc1c[nH]c2ccccc12)OCc1cccc(C(F)(F)F)c1,4.300000202445418
CHEMBL1509126,COc1ccc(/C=C2\Oc3cc(OCC(N)=O)ccc3C2=O)cc1OC,4.700000503883016
CHEMBL1901108,CN(Cc1ccccc1)c1ccc(/C=C/c2nc3ccccc3s2)cc1,4.450000476425332
CHEMBL1509152,COc1ccccc1NCC(O)Cn1c2ccccc2c2ccccc21,4.250000251143582
CHEMBL1563761,CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)ccc1OCc1ccccc1Cl,4.100000128334196
CHEMBL1351342,O=C(NNc1c2ccccc2nc2ccccc12)c1cccc(O)c1,4.550000451689026
CHEMBL1475670,CN(Cc1ccccc1)Cc1c(O)ccc2c(=O)c(-c3ccccc3)c(C(F)(F)F)oc12,4.0
CHEMBL1473629,Cc1cc(CNC(=O)c2cccc3c2C(=O)c2ccc(-c4ccc(F)cc4OCc4ccccc4)cc2S3(=O)=O)c(C(F)(F)F)o1,4.499999678657065
CHEMBL1570729,COc1cc2c(cc1OC)C(c1c(Cl)cccc1Cl)NC(=O)C2,4.049999969853415
CHEMBL1469647,Cc1cc(SCC(=O)OCC(=O)NCc2ccco2)c(C)cc1Br,4.100000128334196
CHEMBL1579813,COc1ccc(/C=C2\Sc3ccc(C(=O)NC4CC4)cc3N(C)C2=O)cc1OC,4.40000018605658
CHEMBL1711540,COc1ccc(C(=O)NC2CCN(Cc3c(F)cccc3Cl)CC2)cc1OC,4.049999969853415
CHEMBL522504,COc1ccc(Nc2nc(N3CCN(C)CC3)nc3ccccc23)c(OC)c1,4.499999678657065
CHEMBL1437459,COc1ccc(SC[C@H](C)CN2CC[C@H](C(C)(C)C)CCC2=O)cc1,4.349999603463148
CHEMBL1311354,O=c1oc2ccc(Cl)cc2nc1/C=C(\O)c1ccco1,4.300000202445418
CHEMBL1540929,COc1ccc(S(=O)(=O)Nc2cc(Sc3nc[nH]n3)c(O)c3ccccc23)cc1,5.199998172182031
CHEMBL1344149,COc1ccc(CNS(=O)(=O)NCc2ccccc2)cc1,4.049999969853415
CHEMBL1551035,COc1ccccc1N1CCN(C(=O)c2nc(-c3ccc(C)cc3)n3c2CCCCC3)CC1,4.300000202445418
CHEMBL1330386,CCOC(=O)c1c(NC(=O)CSc2nnc(-c3ccccc3C)n2C)sc(C(C)=O)c1C,4.300000202445418
CHEMBL3193790,Fc1ccccc1/C=N/Nc1[nH]cnc2ncnc1-2,4.250000251143582
CHEMBL1901645,COc1cccc2c3cccc(OC)c3c3[nH]cnc3c12,4.650000220873455
CHEMBL1901647,COc1ccc(CCn2nnnc2CN2CCN(C(=O)c3ccco3)CC2)cc1OC,4.40000018605658
CHEMBL1570871,CC1=NOC(=O)/C1=C\c1ccc(-c2cccc(Cl)c2)o1,4.300000202445418
CHEMBL1570667,COc1ccccc1Oc1ccc2c(c1)C(=O)N(c1cccc(O)c1)C2=O,4.049999969853415
CHEMBL1982044,O=C(N/N=C/c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc2c(c1)OCCO2,4.100000128334196
CHEMBL1519821,Cc1[nH]c2ccccc2c1N=Nc1ccccc1C(=O)O,4.300000202445418
CHEMBL1982450,COc1ccc(/C=N/NC(=O)c2cc(-c3ccc4c(c3)OCO4)[nH]n2)cc1OC,4.40000018605658
CHEMBL1982681,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CO1,4.700000503883016
CHEMBL1430659,CN(C=[N+](C)C)c1cccc2c1C(=O)c1ccccc1C2=O.[Cl-],4.049999969853415
CHEMBL1462623,O=C(Cc1ccc(F)cc1)Nc1ccccc1Sc1ccccc1,4.749999855918706
CHEMBL1492642,CC(/C=C1\SC(=S)N(NS(=O)(=O)c2ccc(C)cc2)C1=O)=C\c1ccccc1,4.049999969853415
CHEMBL580340,Cc1cccc(Nc2nc(NCc3ccco3)c3ccccc3n2)c1.Cl,4.049999969853415
CHEMBL1509103,CN(C)CCCNc1cc(-c2ccccc2)nc2cc(-c3cccc(F)c3)nn12,4.749999855918706
CHEMBL1982108,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)CCCCCCCCCCNC(=O)[C@H](CCCCN)n3cc(C)nn3)CC2)nc(N2CCN(C(=O)CCCCCCCCCCNC(=O)[C@@H]([C@H](C)O)n3cc(C)nn3)CC2)n1,4.049999969853415
CHEMBL1430646,COc1ccc(/C=C2/C(=O)N(CC3CCCO3)C(=S)N2C)c(OC)c1,4.049999969853415
CHEMBL1901186,N#Cc1ccccc1CN1C(=O)c2ccccc2S1(=O)=O,4.049999969853415
CHEMBL1356322,COc1ccc(C(=O)NCCc2csc(-c3ccc(Cl)cc3)n2)c(OC)c1,4.149999867728904
CHEMBL1488710,O=C(Nc1cccc(Cl)c1)c1c(NC(=O)C(F)(F)F)sc2c1CCCC2,4.149999867728904
CHEMBL1731532,COc1ccc2nc3c(C)n(C)ccc-3c2c1,4.349999603463148
CHEMBL1524715,C[C@H](NC(N)=O)C(=O)Nc1ccc(N2CCOCC2)c(S(=O)(=O)Nc2ccc(Cl)cc2)c1,4.049999969853415
CHEMBL1530766,CC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])o2)cc1,4.59999938302362
CHEMBL1430547,COc1ccc(CNC(=O)C(C)N(C)Cc2cccc(F)c2)cc1,4.049999969853415
CHEMBL1322297,Cc1ccc(OCCn2cccc2/C=C2/C(=O)NC(=O)N(Cc3ccco3)C2=O)cc1,4.049999969853415
CHEMBL1982202,Sc1nnc(-c2cc(-c3ccccc3)[nH]n2)n1/N=C/c1ccc(Cl)c(Cl)c1,4.250000251143582
CHEMBL285819,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.073822246012611
CHEMBL1391256,O=C1CCCC2=C1C(c1ccco1)Nc1ccc3ccccc3c12,4.300000202445418
CHEMBL1540914,CCOC(=O)c1nn(-c2ccc(C)cc2)cc1C(=O)c1ccccc1,4.049999969853415
CHEMBL1441251,Cc1cccc2cc(C(c3nnnn3CC3CCCO3)N3CCc4ccccc4C3)c(O)nc12,4.349999603463148
CHEMBL1563755,COc1cc2nc(S)nc(NCCc3ccc(S(N)(=O)=O)cc3)c2cc1OC,4.049999969853415
CHEMBL1397288,Cc1cc(OCC(=O)Nc2ccccc2C)no1,4.100000128334196
CHEMBL1327351,O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccc(Cl)cc1)CC(O)C(F)(F)F,4.250000251143582
CHEMBL1362352,c1ccc2c3nc[nH]c(NCC4CCCO4)c-3nc2c1,4.100000128334196
CHEMBL1900653,O=C(c1ccccc1C(=O)N(c1ccccc1)c1ccccc1)N1CCCCC1,4.049999969853415
CHEMBL1548111,COc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)c([N+](=O)[O-])cc1OC,4.300000202445418
CHEMBL1492601,Brc1ccc2[nH]c3c(NCc4ccccn4)ncnc3c2c1,4.300000202445418
CHEMBL1982648,CCC(C)Sc1cccc(-c2nc3ccccn3c2NCc2ccccc2)c1.O=C(O)C(F)(F)F,4.250000251143582
CHEMBL1475746,CCOC(=O)c1ccc(/[N+]([O-])=C/c2ccccc2)cc1,4.049999969853415
CHEMBL1423633,CCN1/C(=C/c2ccc3cc(C)ccc3[n+]2CC)Sc2cc(C)ccc21.[I-],4.899998417198648
CHEMBL3194406,COc1ccc2cc(C(=O)N/N=C/c3cc(OC)c(OC)c(OC)c3)[nH]c2c1,4.450000476425332
CHEMBL1384091,Cc1ccc2[nH]c(SCC(=O)NCc3ccc(F)cc3)nc2c1,4.049999969853415
CHEMBL151146,O=C(OCCc1ccccc1)c1cc(O)c(O)c(O)c1,4.40000018605658
CHEMBL1351327,Cn1c(CNC(=O)CNC(=O)c2ccccc2)cc(=O)n(C)c1=O,4.049999969853415
CHEMBL1563695,COc1cccc(NC(=O)Nc2cc(-c3cn4cccnc4n3)ccc2OC)c1,4.049999969853415
CHEMBL1566994,COc1cc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccco3)cc2)ncn1,4.899998417198648
CHEMBL1311226,Cn1cc(/C=C/c2cc[n+](C)cc2)c2cc(Cl)ccc21.[I-],4.300000202445418
CHEMBL1423524,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccc([N+](=O)[O-])o1,4.300000202445418
CHEMBL1351250,CCOc1cc(/C=C2\SC(=S)N(NC(=O)c3cccnc3)C2=O)ccc1O,4.300000202445418
CHEMBL1548093,Cc1ccc2[nH]c(-c3sc4nc(C)ccc4c3N)nc2c1,4.100000128334196
CHEMBL1899957,Cc1cc(C)cc(NC(=O)CSCc2nc(O)c3nnn(Cc4ccc(F)cc4)c3n2)c1,4.100000128334196
CHEMBL1304047,Cc1cc(C)cc(NC(=O)C2(c3ccccc3)CC2(Cl)Cl)c1,4.250000251143582
CHEMBL1485442,CC(=O)Oc1cc2cccc(OC(C)=O)c(=O)c2c(OC(C)=O)c1OC(C)=O,5.950007143079858
CHEMBL1344160,CSc1nnc(N2C(=O)C(O)=C(C(=O)c3ccco3)C2c2ccc(F)cc2)s1,4.100000128334196
CHEMBL1410381,O=[N+]([O-])c1cc(CN2CCCC2)c2cccnc2c1O,4.40000018605658
CHEMBL3194580,C=CCN(C/C(=N\O)c1sc(C(=O)OCC)nc1C)c1cccc(Br)c1,4.300000202445418
CHEMBL1367429,Cc1cccc(N2CCN(C(=O)c3cc4ccccc4oc3=O)CC2)c1C,4.349999603463148
CHEMBL1480510,CCOC(=O)C1=C(Nc2ccc(OC)cc2)S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C1=O,5.0999990348465305
CHEMBL1731307,COc1ccc(C(=O)Nc2ccccc2)cc1S(=O)(=O)Nc1cc(C)on1,7.0
CHEMBL6608,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1CC(N)C(O)C(C)O1,5.199998172182031
CHEMBL3194633,O=C(N/N=C/c1ccc(-c2ccccc2C(=O)O)o1)c1cccs1,4.049999969853415
CHEMBL1731329,CCN(CC)CCCNc1[nH]c2ccccc2c2nc3ccc(OC)cc3c1-2.Cl,5.450004148469349
CHEMBL1524664,CCOC(=O)c1c(NC(=O)CN(CC)CC)sc2c1CCN(C(=O)OCC)C2,4.100000128334196
CHEMBL28626,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,4.550000451689026
CHEMBL1351286,COc1cc(C2C(=O)c3ccccc3C2=O)ccc1O,4.100000128334196
CHEMBL1586866,COc1ccc(OC)c(NC(=O)CSc2sc3c(O)cc(O)nc3c2C#N)c1,4.100000128334196
CHEMBL1391235,COc1cc(O)cc2cc3c(c(O)c12)C(=O)CC(C)(O)O3,4.949999401714238
CHEMBL1480548,CCc1ccccc1N=C(S)N=C(N)Nc1nc(C)c2cc(C)ccc2n1,4.250000251143582
