molecule_chembl_id,canonical_smiles,pIC50
CHEMBL1863890,O=S(=O)(NN=Cc1ccc(O)cc1O)c1cc(Cl)c(Cl)cc1Cl,5.399996913372259
CHEMBL1542963,O=C(Oc1ccc2c(c1)OCO2)c1ccc(F)cc1Cl,5.199998172182031
CHEMBL1479678,CN(C)N=C(S)Nc1ccc(Cl)cc1,4.450000476425332
CHEMBL1863942,CC(NCC(=O)Nc1ccccc1C(=O)NC1CC1)c1cccs1,4.450000476425332
CHEMBL1496705,CCCCCCCCCCOC(=O)C[n+]1c(COc2ccc(C)cc2)n(C)c2ccccc21.[Cl-],4.550000451689026
CHEMBL1408658,COc1ccc(N(CC(=O)N2CCN(c3ccc(F)cc3)CC2)S(=O)(=O)c2c(C)n[nH]c2C)cc1,4.800000874803203
CHEMBL1451688,O=C(NC1CCCCC1)C(c1ccc(O)c(O)c1)N(C(=O)Cn1nnc2ccccc21)c1cccc(O)c1,5.599997654072044
CHEMBL1344730,Cc1cccn2c(=O)c3cc(C(N)=S)c(=N)n(CCCOC(C)C)c3nc12,5.149997413907539
CHEMBL1372967,Cc1nn2c(NCCCN3CCOCC3)c3c(nc2c1-c1ccccc1)CCC3,4.849999245077863
CHEMBL1422253,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cn3nc(C(F)F)c(Cl)c3C)C2SC1,4.700000503883016
CHEMBL1897284,CC1C(=O)N(Cc2cn(CCC3OCCO3)nn2)CCS(=O)(=O)N1Cc1ccc(-c2ccc(F)cc2)cc1,4.650000220873455
CHEMBL1599078,Cc1ccc(NC(=O)NNC(=O)c2ccc3c(c2)NC(=O)C(C)(C)O3)cc1,5.0
CHEMBL1457703,COC(=O)C1=C(C)N(C(C)c2ccccc2)C(=O)C1,4.450000476425332
CHEMBL1306110,CCOC(=O)c1c(C)oc2ccc(O)c(CN(C)C)c12,4.849999245077863
CHEMBL1302704,CCOc1ccccc1C1C(C(=O)Nc2ccc(OC)cc2)=C(C)Nc2nc(CCCO)nn21,4.749999855918706
CHEMBL1717938,O=C(Nc1ccnn1C1CCN(Cc2cc(Cl)ccc2O)CC1)C1CC1,4.749999855918706
CHEMBL1897349,CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2Cl)c(=O)n3C)C1,4.800000874803203
CHEMBL590675,COc1ccc(N2CCN(C(CNC(=O)CC(C)(C)C)c3ccc4c(c3)OCO4)CC2)cc1,4.450000476425332
CHEMBL1965630,CCOc1cc(/C=N/NC(=O)N/N=C/c2ccc(O)c(OCC)c2)ccc1O,5.050000457140078
CHEMBL1610953,O=C(Nc1ccsc1C(=O)O)c1ccc(Cl)cc1,5.450004148469349
CHEMBL1440300,O=C(Nc1ccccc1Cl)/C(Cl)=C(\Cl)[S+]([O-])c1ccccc1,5.749994971513105
CHEMBL1562896,CCCN(C(=O)c1cccc(-n2cccc2)c1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,4.899998417198648
CHEMBL1333280,CCc1c(C)nc(N2CCN(c3ccc(OC)cc3)CC2)nc1O,4.849999245077863
CHEMBL1489349,O=C(C1CC(c2ccccc2O)=NO1)N1CCCC1,4.749999855918706
CHEMBL1965710,O=C(N/N=C/c1coc2ccccc2c1=O)c1cc2ccccc2o1,5.450004148469349
CHEMBL1565673,COC(=O)c1ccccc1N=C(S)NC(NC(=O)COc1ccccc1)C(Cl)(Cl)Cl,4.499999678657065
CHEMBL1567655,COc1c(C)cccc1C(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,4.749999855918706
CHEMBL1349493,Cc1cccc(NC(=O)/C(C#N)=C/c2cccc([N+](=O)[O-])c2)n1,4.849999245077863
CHEMBL22077,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,4.650000220873455
CHEMBL1510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,4.650000220873455
CHEMBL1415859,COc1ccc(OC)c(S(=O)(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)c1,4.450000476425332
CHEMBL3191891,Cc1c(/N=C/C=C(/O)c2cccs2)c(=O)n(-c2ccccc2)n1C,5.2500010234416505
CHEMBL1306161,CCOC(=O)Cc1n[nH]c2c1C(c1cccc(OC)c1OC)C(C#N)=C(N)O2,4.450000476425332
CHEMBL1514361,C=CC[N+]1(C)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[I-],5.0
CHEMBL1874795,O=C(CN1C(=O)C2CC=CCC2C1=O)Nc1cc(C(F)(F)F)ccc1N1CCCC1,4.700000503883016
CHEMBL1896495,CN(C)c1ccsc1C(=O)NNS(=O)(=O)c1ccc(Cl)cc1,5.0
CHEMBL1570613,CC(C)CCNC(=O)CCC(=O)NNc1nc2ccccc2c2nc(-c3ccccc3)nn12,4.450000476425332
CHEMBL1467754,Oc1ccccc1CNCCCNCc1ccccc1O,4.800000874803203
CHEMBL1372969,O=C(C1CCN(S(=O)(=O)c2cccc3nonc23)CC1)N1CCN(c2ccccc2)CC1,4.749999855918706
CHEMBL1379235,CC(=O)Nc1ccc(NS(=O)(=O)c2c(Cl)cccc2Cl)cc1,4.650000220873455
CHEMBL3211123,CCNc1c(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)c(=O)oc2ccccc12,5.799998134593398
CHEMBL1562754,CCOc1ccc2oc(=O)cc(CN3CCN(C(=O)c4cccc(Cl)c4)CC3)c2c1,4.499999678657065
CHEMBL1321387,O=C(Cc1ccc([N+](=O)[O-])cc1)N1N=C(C2CC2)CC1(O)C(F)(F)F,6.15002808767115
CHEMBL1373210,Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cc(Cl)c(OCC(=O)O)c(Cl)c3)C2=O)cc1,4.650000220873455
CHEMBL1256753,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1.Cl,4.499999678657065
CHEMBL1574639,CCN(CC)c1ccc(SS(=O)(=O)[O-])cc1.[Na+],5.0999990348465305
CHEMBL3211165,CN(CCCCC(=O)/C=N/O)Cc1ccccc1.O=C(O)C(Cl)Cl,4.800000874803203
CHEMBL1339369,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccccc1Cl,4.450000476425332
CHEMBL1727511,CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)N(C)C2CCS(=O)(=O)C2)c1C,6.250031916490597
CHEMBL1333340,CC12CCC(c3c1nc1ccccc1[n+]3[O-])C2(C)C,5.0
CHEMBL1389299,O=C1N=C(NS(=O)(=O)Cc2ccccc2)S/C1=C1\C(=O)Nc2ccccc21,4.650000220873455
CHEMBL2130648,CCOC(=O)[C@]12Cc3cc4ccccc4cc3[C@H]1N(Cc1ccccc1)C(=O)c1ccccc12,4.450000476425332
CHEMBL1886407,Cc1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCCC2)c2cccnc2)cc1F,4.59999938302362
CHEMBL1306053,Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)c2c1,4.849999245077863
CHEMBL1403741,NNC(=O)c1ccc2nc(-c3ccc(Br)cc3)cn2c1,4.450000476425332
CHEMBL1965679,COc1cc(/C=N/Nc2nc3ccccc3s2)cc([N+](=O)[O-])c1O,4.949999401714238
CHEMBL3192011,COc1cccc(/C=N/NC(=S)Nc2cccc(C(=O)O)c2)c1O,5.549997369826814
CHEMBL1338853,COc1cccc(-c2nc(-c3ccccn3)no2)c1OC,4.450000476425332
CHEMBL566068,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,4.899998417198648
CHEMBL1324051,CSc1nc(N(CCO)CCO)c2sc3nc(-c4ccco4)c4c(c3c2n1)CCC4,5.149997413907539
CHEMBL1428785,COCCN=C(S)N1CCC(c2nc(-c3ccc(N(C)C)cc3)no2)CC1,4.899998417198648
CHEMBL1727687,Cc1ccc(CNC(=O)C2CCCN2C(=O)Nc2ccc(C)cc2)cc1,6.250031916490597
CHEMBL1323918,COc1ccc(N2CCN(C(=O)c3sc4ncn(CC(=O)N5CCCCC5)c(=O)c4c3C)CC2)cc1,4.450000476425332
CHEMBL1369235,CCn1cc(C(=O)NCc2ccc(C)cc2)c(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc21,7.0
CHEMBL1886541,CCN1C(=O)C(CC(=O)Nc2ccc(Cl)cc2)N(NC(=O)c2ccncc2)C1=S,4.749999855918706
CHEMBL1467861,COc1cc(C(=O)OCCN2CCCCC2)ccc1O.Cl,4.749999855918706
CHEMBL1698206,Cc1cc2c(cc1C)[n+](C)cn2CC(O)COCC1CC=CCC1.[I-],4.450000476425332
CHEMBL1500605,CC(=O)c1c(CSc2ccccc2)oc2ccc(O)c(CN(C)C)c12.Cl,4.650000220873455
CHEMBL1575223,O=C(Nc1ccc(N2CCOCC2)cc1)c1cccnc1,4.849999245077863
CHEMBL1346204,COc1cc(-c2cc(-c3nnco3)c3ccccc3n2)cc(OC)c1OC,4.450000476425332
CHEMBL1425542,Nc1ccc(CCc2nc3ccccc3o2)cc1,4.749999855918706
CHEMBL2130641,CN(Cc1ccc2c(c1)CCCN2C)C(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,4.800000874803203
CHEMBL1355602,CC(C)=C[C@@H]1C[C@H](C)[C@H]2CC[C@H](C)c3c(O)c(O)c(C)c1c32,4.450000476425332
CHEMBL1457750,Cc1cc(C)c2ccc(C(=O)O)nc2c1O,4.450000476425332
CHEMBL1539731,COc1ccc(O)c(CN2CCN(CCc3ccccc3)C(CCO)C2)c1,5.199998172182031
CHEMBL1494193,CCN(CCCNC(=O)CNC(=O)Cn1cnc2ccccc2c1=O)c1cccc(C)c1,4.899998417198648
CHEMBL3211435,CCCN(CCC)CCNc1c(NC2CCN(C(=O)OCC)CC2)c(=O)c1=O,4.59999938302362
CHEMBL1507350,CC(=O)c1ccc(NC(S)=NNC(=O)NC2CCCCC2)cc1,4.949999401714238
CHEMBL1486463,Cc1n[nH]c2c1C1(CCC3(CC1)OCCO3)C(C#N)=C(N)O2,4.749999855918706
CHEMBL1863910,O=C(COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)Nc1ccccc1F,4.450000476425332
CHEMBL1965791,CC/N=C1\S/C(=C\c2ccc(-c3cccc(C(=O)O)c3)o2)C(=O)N1CC,4.450000476425332
CHEMBL1557966,CC(C1CC2CCC1C2)n1c(S)nnc1-c1ccco1,4.949999401714238
CHEMBL3192188,C=CC/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1,4.450000476425332
CHEMBL1374646,O=C(CN1CC[n+]2c(-c3cccs3)csc21)c1ccc(Br)cc1.[Br-],4.650000220873455
CHEMBL3192208,COc1cccc(/C=N/c2oc(-c3ccccc3)cc2C#N)c1O,5.0
CHEMBL1605729,CCCCSc1n[nH]c(N)n1,4.849999245077863
CHEMBL1373153,CCCc1cc(O)nc(Nc2ccc(O)cc2)n1,5.0
CHEMBL1302760,C=CCn1c(NCc2ccc(N(C)C)cc2)nc2ccccc21,4.450000476425332
CHEMBL2138206,CN1OC[C@@H]2CN(C(=O)CCc3ccccc3)[C@H](c3ccc(N4CCCCC4)cc3)C[C@@H]21,4.450000476425332
