iter	RMSE
253	0.9173937461
254	0.9169386005
255	0.9165633718
256	0.9160157271
257	0.9154935358
258	0.9149804016
259	0.9146450141
260	0.9141875268
261	0.9137525152
262	0.9131965743
263	0.9128740198
264	0.9124203709
265	0.9120109835
266	0.911673044
267	0.9110189602
268	0.9104946847
269	0.9100610528
270	0.9096047141
271	0.9090624448
272	0.9085891668
273	0.9080544526
274	0.9076378342
275	0.9071403597
276	0.906756669
277	0.9063452937
278	0.9061263986
279	0.9057242606
280	0.9054083241
281	0.9052062815
282	0.9048733273
283	0.9045684987
284	0.904332404
285	0.903963809
286	0.9033841255
287	0.9030356823
288	0.9028090935
289	0.9022835789
290	0.901878504
291	0.9016148453
292	0.9011743448
293	0.9009678175
294	0.9005854742
295	0.9002674808
296	0.8998057034
297	0.8994500442
298	0.8991325291
299	0.898689541
300	0.8984023779
301	0.8980049127
302	0.8975851965
303	0.8972340507
304	0.8968372331
305	0.8964344379
306	0.8962389504
307	0.8957951325
308	0.8955717834
309	0.8951277531
310	0.8949361594
311	0.8945651809
312	0.8943290702
313	0.8939176197
314	0.8936514986
315	0.8932971468
316	0.8929100575
317	0.8926047454
318	0.8922327443
319	0.8918004757
320	0.8915835683
321	0.8913045422
322	0.8910135176
323	0.8908508773
324	0.8906717469
325	0.8904809942
326	0.8900172316
327	0.8897332734
328	0.8892539323
329	0.8888871561
330	0.8884692482
331	0.8882375544
332	0.8879684187
333	0.8877898778
334	0.8874348325
335	0.8869413877
336	0.8866285384
337	0.8861432596
338	0.8858748248
339	0.8856034518
340	0.8853971775
341	0.8849573509
342	0.8847230614
343	0.8844064014
344	0.8841338855
345	0.8838243285
346	0.8834931766
347	0.8832314307
348	0.8830528168
349	0.8826151889
350	0.8823549779
351	0.8820334663
352	0.8817407055
353	0.8814973397
354	0.8811730159
355	0.8808306461
356	0.8805727564
357	0.8803071365
358	0.8798988605
359	0.8794741485
360	0.879043934
361	0.8787886439
362	0.87852741
363	0.8781337667
364	0.8778224232
365	0.8775777415
366	0.8772630339
367	0.877126346
368	0.8769218375
369	0.8766648025
370	0.8763775707
371	0.8762407112
372	0.8760434898
373	0.8757998602
374	0.8754610947
375	0.8752226082
376	0.8749315845
377	0.8746063301
378	0.874394889
379	0.8739854783
380	0.8736120395
381	0.8732925056
382	0.8730166495
383	0.8727970186
384	0.8724769017
385	0.8722063664
386	0.8719357441
387	0.871674373
388	0.8712613825
389	0.8710380757
390	0.8706645585
391	0.8703654233
392	0.8700580464
393	0.8698641174
394	0.8695038865
395	0.8692293502
396	0.8688920706
397	0.8685329396
398	0.8682480446
399	0.8678705976
400	0.8676954276
401	0.8673744944
402	0.86692433
403	0.8667089433
404	0.8664338594
405	0.8662021859
406	0.8659801161
407	0.8657304093
408	0.8654991912
409	0.8653081243
410	0.8650336396
411	0.8647421518
412	0.8645846912
413	0.8643439309
414	0.8640650738
415	0.8638813981
416	0.8636616651
417	0.8635207068
418	0.8633114039
419	0.8630803925
420	0.8628324367
421	0.8627166373
422	0.8625116542
423	0.8623159829
424	0.8621394777
425	0.8618800756
426	0.8615680601
427	0.8613112412
428	0.8610312886
429	0.8607437183
430	0.8604487657
431	0.8600754321
432	0.8598313448
433	0.8595635517
434	0.8592690624
435	0.8589338958
436	0.8586957452
437	0.8584416522
438	0.8582734828
439	0.8580256407
440	0.8577438108
441	0.8574901529
442	0.8572706626
443	0.8571030321
444	0.8568971196
445	0.8566814005
446	0.8564223613
447	0.8561688301
448	0.8559597923
449	0.8556758715
450	0.8555289448
451	0.8553495218
452	0.8552771425
453	0.8551057273
454	0.8547954817
455	0.8545419765
456	0.8542521269
457	0.8540386308
458	0.8538965061
459	0.8536796544
460	0.8535246781
461	0.853263657
462	0.8531170165
463	0.852839728
464	0.8525802897
465	0.8523279279
466	0.8521109885
467	0.8518856908
468	0.8516977204
469	0.851504418
470	0.8513564511
471	0.8510477635
472	0.8507509127
473	0.8505831508
474	0.8503949697
475	0.8502023559
476	0.8497927165
477	0.8495272608
478	0.8492151269
479	0.848937166
480	0.8486325637
481	0.8483376675
482	0.8480854887
483	0.8478839478
484	0.8476129945
485	0.8473182305
486	0.8470753252
487	0.8468258086
488	0.8466002429
489	0.846441272
490	0.8462132181
491	0.846036788
492	0.8458013834
493	0.8455919716
494	0.8452302706
495	0.8449899413
496	0.8447494112
497	0.844517615
498	0.8444137367
499	0.8442172608
500	0.8440282536
501	0.8438243224
502	0.8435749694
503	0.8433640098
504	0.8431224885
505	0.8429930777
506	0.8426883351
507	0.8425236144
508	0.8424220962
509	0.8422706077
510	0.8419930079
511	0.8416367021
512	0.8415336174
513	0.8413910762
514	0.841200845
515	0.8409921541
516	0.8407528565
517	0.8405594017
518	0.8402832073
519	0.8401179287
520	0.8399023436
521	0.8396087188
522	0.8394297369
523	0.839146705
524	0.839030679
525	0.8387586527
526	0.8385701038
527	0.8383213397
528	0.8381506804
529	0.8379452717
530	0.8376480486
531	0.8374672714
532	0.837363672
533	0.8371672434
534	0.8368367791
535	0.8365909338
536	0.8364755292
537	0.8363200027
538	0.8362220083
539	0.8360207594
540	0.8358261859
541	0.8356804044
542	0.835429961
543	0.8353462949
544	0.8351671303
545	0.8350012671
546	0.8347874475
547	0.8345247767
548	0.8343478521
549	0.8342049693
550	0.8340307515
551	0.8338031105
552	0.8335588826
553	0.8334941701
554	0.8333205645
555	0.8331287497
556	0.8330582816
557	0.8327719807
558	0.8326178215
559	0.8324092283
560	0.8320642226
561	0.8318843428
562	0.831719949
563	0.8315305884
564	0.8312827207
565	0.831073251
566	0.8308476403
567	0.8306977288
568	0.8305516147
569	0.8303653381
570	0.830144642
571	0.8298980243
572	0.8297049658
573	0.8295086254
574	0.829293111
575	0.8290666165
576	0.8288497503
577	0.8286794221
578	0.8283991207
579	0.8281855989
580	0.8279845863
581	0.8277154336
582	0.8275942925
583	0.8274901589
584	0.8272747842
585	0.8270533367
586	0.8268788301
587	0.8267266222
588	0.8265384484
589	0.8264236066
590	0.8261996653
591	0.8260236057
592	0.8258882525
593	0.8257796117
594	0.8256290722
595	0.8255225161
596	0.8253272305
597	0.825171397
598	0.8250109319
599	0.8247927745
600	0.8246342231
601	0.8244994319
602	0.8243658668
603	0.824183407
604	0.8240231564
605	0.8238487439
606	0.823692655
607	0.8233042881
608	0.8231296136
609	0.8228816535
610	0.8227458221
611	0.822589663
612	0.822455191
613	0.8222470868
614	0.8221211999
615	0.8220228378
616	0.821853838
617	0.8216800735
618	0.821486484
619	0.8213430387
620	0.8211831372
621	0.8209840654
622	0.8208296902
623	0.8206480387
624	0.8205795571
625	0.8203983489
626	0.8202954462
627	0.8201244957
628	0.8199315518
629	0.8198107599
630	0.8196988641
631	0.819516455
632	0.8193610233
633	0.819190639
634	0.8190453267
635	0.8188590689
636	0.8187641144
637	0.818595927
638	0.8184148584
639	0.8182811065
640	0.8181717356
641	0.8180355261
642	0.8179015625
643	0.8176834488
644	0.8174966651
645	0.8172397478
646	0.8171515348
647	0.8170323772
648	0.8167248549
649	0.816534361
650	0.8162873597
651	0.8162073034
652	0.815997445
653	0.8159052559
654	0.8157446911
655	0.8155705332
656	0.8153351627
657	0.815213991
658	0.8149330499
659	0.8147461177
660	0.8145909314
661	0.8144260914
662	0.8142583076
663	0.8141321976
664	0.8139650055
665	0.8138365856
666	0.8136416829
667	0.8135080785
668	0.8134498612
669	0.8132720333
670	0.8130932901
671	0.8129758055
672	0.8127387357
673	0.8125654007
674	0.8124185004
675	0.8122809672
676	0.8121589524
677	0.8119293618
678	0.8118052726
679	0.8116079473
680	0.8114840358
681	0.8113350897
682	0.8111735733
683	0.8109599744
684	0.8108753943
685	0.8107617112
686	0.810662625
687	0.8105432459
688	0.8103399319
689	0.8101237509
690	0.8099912292
691	0.8098944686
692	0.8096608934
693	0.8095176769
694	0.8093655618
695	0.8092004852
696	0.8091383956
697	0.8089064275
698	0.8087754169
699	0.8085899268
700	0.8084210586
701	0.808219074
702	0.808009313
703	0.8077907736
704	0.8077380217
705	0.8076397398
706	0.8074878717
707	0.8073491664
708	0.8072918839
709	0.8071374869
710	0.8070096278
711	0.8068898052
712	0.8066578315
713	0.8065285819
714	0.8064449625
715	0.8063612081
716	0.8061511579
717	0.8060314452
718	0.8058544888
719	0.8056644935
720	0.8054465195
721	0.8053060578
722	0.805197577
723	0.8051201814
724	0.8050289623
725	0.8048848713
726	0.8047339607
727	0.8045773043
728	0.8043763231
729	0.8042049771
730	0.804022704
731	0.8039261507
732	0.8037916898
733	0.8036221507
734	0.8034136225
735	0.8032812954
736	0.8031428771
737	0.8030129483
738	0.8028650749
739	0.802735245
740	0.8026701241
741	0.8025140648
742	0.802400516
743	0.8023097065
744	0.8021690082
745	0.8019876999
746	0.8018544542
747	0.8017293075
748	0.8015873768
749	0.8014762617
750	0.8013980578
751	0.8013286923
752	0.8012315633
753	0.8011503372
754	0.8010672103
755	0.8009262499
756	0.8008027277
757	0.8005978791
758	0.8004671813
759	0.8003299947
760	0.8002550599
761	0.8001331292
762	0.7999004296
763	0.7997546741
764	0.7996526018
765	0.7995519867
766	0.7993944256
767	0.7992109992
768	0.7990874075
769	0.798972515
770	0.7988033582
771	0.7986776596
772	0.7985613177
773	0.7984370501
774	0.7983806659
775	0.7982351169
776	0.7980762143
777	0.797923385
778	0.7977637455
779	0.7976271184
780	0.7974481358
781	0.7973318752
782	0.797128694
783	0.7969473792
784	0.7967540143
785	0.7966138194
786	0.7964411826
787	0.7963027687
788	0.7961564053
789	0.7960713163
790	0.7960214758
791	0.795879687
792	0.7957979776
793	0.7956745178
794	0.7955338546
795	0.7954522174
796	0.7953016512
797	0.7951306901
798	0.7950898114
799	0.7949118129
800	0.7947654094
801	0.7945294908
802	0.7944041043
803	0.7942773049
804	0.7941609182
805	0.7940949265
806	0.7939591009
807	0.7938834899
808	0.7937732662
809	0.7936507432
810	0.7935477393
811	0.7933984088
812	0.7932811992
813	0.7931252401
814	0.7929930238
815	0.7928564084
816	0.792665177
817	0.7925125227
818	0.7923921868
819	0.792295538
820	0.79218385
821	0.7921144926
822	0.7919945359
823	0.7918848363
824	0.7917966132
825	0.7916158998
826	0.7914658299
827	0.7913560922
828	0.7912366546
829	0.7910856699
830	0.7909538013
831	0.7908022215
832	0.7907161313
833	0.7906125433
834	0.7905024346
835	0.7903870661
836	0.7902633395
837	0.7901173523
838	0.7900055568
839	0.7898930752
840	0.7897096378
841	0.7894982756
842	0.7894118947
843	0.7892792046
844	0.7891629683
845	0.789004315
846	0.7888760993
847	0.7887962591
848	0.7886472576
849	0.7885669377
850	0.7884902306
851	0.7884164473
852	0.7882277917
853	0.7880937415
854	0.7880341455
855	0.7878919896
856	0.7878156901
857	0.787668573
858	0.7875871203
859	0.7875150828
860	0.7874235085
861	0.7873220007
862	0.7871780674
863	0.7870479822
864	0.7868532273
865	0.7867297368
866	0.7865860477
867	0.7864884896
868	0.7863639898
869	0.7862104812
870	0.7860956549
871	0.785952142
872	0.7858343123
873	0.7857163058
874	0.785561977
875	0.7854523362
876	0.7853466047
877	0.7852198914
878	0.7850992771
879	0.7850318494
880	0.7848938656
881	0.784739365
882	0.7845815728
883	0.7844287161
884	0.784364472
885	0.7842628706
886	0.7841449234
887	0.7840129107
888	0.7839195496
889	0.7838057249
890	0.7836878375
891	0.7835504936
892	0.7834606663
893	0.7832733544
894	0.7831264169
895	0.7830338049
896	0.7829355758
897	0.7828483277
898	0.7827240462
899	0.7825380045
900	0.7823599927
901	0.7822725601
902	0.7821463471
903	0.7821069113
904	0.7819894964
905	0.7819070729
906	0.7817543677
907	0.7816480637
908	0.7815552454
909	0.7814583559
910	0.7813310155
911	0.781220393
912	0.7810429173
913	0.7809402992
914	0.7808260827
915	0.7807295805
916	0.7806321918
917	0.7805603279
918	0.7804603319
919	0.7803087341
920	0.7801640403
921	0.7800407419
922	0.7798799077
923	0.7797557235
924	0.7796509051
925	0.7795537306
926	0.7794795987
927	0.7793656131
928	0.7792393701
929	0.7790925902
930	0.7789853218
931	0.7788590902
932	0.7787821008
933	0.7785957876
934	0.7785370375
935	0.7783724041
936	0.778292662
937	0.7781903155
938	0.7781266786
939	0.778030071
940	0.7779297757
941	0.7778464721
942	0.7776853639
943	0.7776246662
944	0.7775321232
945	0.7774028459
946	0.7773509235
947	0.777267951
948	0.7771301538
949	0.7770316612
950	0.7769658291
951	0.7768673756
952	0.7767947607
953	0.7767104992
954	0.7766041442
955	0.7765631727
956	0.7764964855
957	0.776397797
958	0.7762460486
959	0.7761412082
960	0.7760759163
961	0.7758475572
962	0.7757169808
963	0.775622392
964	0.7755206218
965	0.7754195242
966	0.7752905089
967	0.77519744
968	0.7751248226
969	0.7750333627
970	0.7749649954
971	0.7749010535
972	0.7748139944
973	0.7747152083
974	0.7745901696
975	0.7744865996
976	0.7743715095
977	0.7743053095
978	0.7742375628
979	0.7741287726
980	0.7740389897
981	0.7739734729
982	0.7738477511
983	0.7737199949
984	0.7736534131
985	0.7735385162
986	0.7734222633
987	0.7732958917
988	0.7731343366
989	0.7730415763
990	0.772947123
991	0.772884093
992	0.7727548214
993	0.7726520556
994	0.7725180008
995	0.7724010037
996	0.7723131604
997	0.7721734324
998	0.7721346334
999	0.7720150431
